"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","Human","Traffic","Natural","PA","N5","S","R","I","FS","T","LAeq","LA10_LA90","LCeq_LAeq","SIL3"
"MG205","MonumentoGaribaldi","1",0.446358332679086,0.27049051092454,3.37683106190609,2.24743225496695,1.95628899063752,23.2234763114705,22.1,1.74,0.132,0.403,0.0031,0.38,67.58,1.98999999999999,6.89,55.88
"MG206","MonumentoGaribaldi","1",0.442208088793905,0.260048893592493,3.38372026012542,2.21221343080844,1.97496568060988,22.2318799659455,21.2,1.67,0.124,0.393,0.00337,0.405,67.08,1.97,7.44,54.78
"MG207","MonumentoGaribaldi","1",0.469293979228261,0.27164127032178,3.43443531182622,2.2163256383767,1.96559535128214,22.3876128139506,21.2,1.66,0.143,0.413,0.00345,0.429,67.04,1.98999999999999,6.97999999999999,55.04
"MG208","MonumentoGaribaldi","1",0.448513580980623,0.263819502007657,3.39673003389008,2.23688770169936,1.96647218867915,22.5913368128971,21.5,1.7,0.13,0.418,0.0036,0.384,66.91,1.94,7.22,55.25
"MG209","MonumentoGaribaldi","1",0.185186708992474,0.16215408994491,2.79345038390078,2.23851696495665,1.85272203006867,53.3694075939709,38.9,2.63,0.0465,0.283,0.00631,0.373,72.51,3.03,10.38,63.03
"MG210","MonumentoGaribaldi","1",-0.00173146138531918,-0.0247863949123694,1.9452587001517,2.30429091219389,2.56037390325356,139.066376598455,62.9,4.35,0.062,0.415,0.0174,0.224,79.67,7.03,3.55,71.88
"MG211","MonumentoGaribaldi","1",0.219813217949345,0.186052466588879,2.9843690030421,2.15819010822128,1.81438432843367,44.4074257754591,35.1,2.39,0.0471,0.254,0.00687,0.526,71.59,2.23999999999999,10.48,61.44
"MG212","MonumentoGaribaldi","1",0.223768737259106,0.204416263916839,3.04773599319007,2.11156503222675,1.74460924040767,41.7390909003098,34.7,2.24,0.0497,0.271,0.00483,0.547,71.22,2.94,11.16,60.73
"MG213","MonumentoGaribaldi","1",0.123869324662887,0.0273600763276874,2.42016239136996,2.33888186665745,2.41806093824603,93.2955282891431,48.3,3.86,0.0622,0.452,0.00959,0.224,75.99,5.04000000000001,5.15000000000001,68.77
"MG214","MonumentoGaribaldi","1",0.192972815554577,0.0968989204410478,2.71506727672287,2.34845402484493,2.15450116146718,60.379020749454,38.1,3.14,0.0456,0.36,0.0079,0.265,72.24,2.40000000000001,7.80000000000001,64.75
"MG215","MonumentoGaribaldi","1",0.273843020368145,0.144795240708687,3.26144820998557,1.81829923330076,2.00819803618289,25.4642026620975,24.5,1.84,0.0418,0.364,0.0146,0.563,64.22,7.73,11.56,53.78
"MG216","MonumentoGaribaldi","1",0.280966589203842,0.167198145597042,3.14452564495115,2.06383478595242,1.89954538081586,30.3618489701354,27.5,2.01,0.0501,0.298,0.00702,0.516,67.85,3.17999999999999,11.78,56.5
"MG217","MonumentoGaribaldi","1",0.285662781285901,0.16415667815194,3.07294093947469,2.15242538112155,1.92755241432357,29.6830486895569,26.9,2.01,0.0473,0.288,0.00667,0.415,67.28,2.26000000000001,11.6,56.23
"MG218","MonumentoGaribaldi","1",0.270507150562346,0.183142098524719,3.11116468671755,2.10714057783767,1.86825451463167,30.5845623018005,27.9,1.99,0.0431,0.266,0.0089,0.486,67.7,2.53,11.27,56.98
"MG219","MonumentoGaribaldi","1",0.221051515095627,0.193933689792164,3.00564802146157,2.1119071816898,1.75506994545115,42.0313561491076,35.4,2.2,0.0524,0.276,0.00937,0.522,71.6,3.17,11.36,60.16
"MG220","MonumentoGaribaldi","1",0.238540808471796,0.185935622204645,3.04465569760923,2.0482049056573,1.78752157738409,37.771267024577,32.9,2.11,0.0525,0.257,0.00637,0.556,70.43,3.8,11.94,58.7
"MG301","MonumentoGaribaldi","1",0.258927941482326,0.00794774074842866,3.41547228838612,1.37786623076422,2.80244430291244,19.1861256363873,17.8,1.94,0.0289,0.673,0.0904,0.418,63.79,19.56,1.79,49.25
"MG302","MonumentoGaribaldi","1",0.358493654857102,-0.00573067797076578,3.03077167445311,1.71079830635448,3.3466510589415,8.82984495543683,8.64,1.72,0.0242,0.522,0.0234,0.152,52.98,11.78,1.61000000000001,40.52
"MG303","MonumentoGaribaldi","1",0.389366858944241,-0.0720734552156763,2.95032664969624,1.82559129549643,3.47038756451349,6.74643954568194,6.62,1.75,0.0213,0.489,0.0147,0.185,47.24,7.33000000000001,4.09,37.98
"MG304","MonumentoGaribaldi","1",0.410068731057564,-0.0666851844924444,2.83366482897859,1.90897726054693,3.45106630530091,5.77101161186543,5.65,1.42,0.0246,0.428,0.0122,0.0998,46.18,5.39,5.51,34.74
"MG305","MonumentoGaribaldi","1",0.396892230916557,-0.0821975244581819,2.90001708349134,1.86232179654252,3.44628271018348,6.40865067910495,6.27,1.67,0.0225,0.455,0.0191,0.153,47.25,6.62,4.89,37.22
"MG306","MonumentoGaribaldi","1",0.405264277008939,-0.093452165381892,2.87649779511168,1.81889287657399,3.56800713341351,5.72392258412195,5.6,1.57,0.0241,0.457,0.0144,0.188,46.74,6.45,4.64,34.94
"MG307","MonumentoGaribaldi","1",0.392417668625406,-0.137756538157681,2.88211737335239,1.74831347743679,3.39038217919535,6.42773304823994,6.29,1.64,0.0236,0.447,0.017,0.224,46.89,8.01,8.86,35.74
"MG308","MonumentoGaribaldi","1",0.392478475576412,-0.0625200794740464,2.99244704099915,1.79219929201682,3.23012561546553,7.07197522124851,6.92,1.54,0.0248,0.435,0.0174,0.248,48.65,7.21,7.33,37.69
"MG309","MonumentoGaribaldi","1",0.402749593262751,-0.072202859359033,2.83470056204707,1.87326072099487,3.38875774053616,6.20825903713317,6.08,1.49,0.0226,0.37,0.0159,0.168,47.65,5.63,6.06,35.86
"MG310","MonumentoGaribaldi","1",0.393349049888427,-0.0412951134550028,2.94967109542861,1.82783180934876,3.21850383098006,7.52555927718236,7.34,1.49,0.0301,0.444,0.0192,0.147,50.14,8,6.4,37.87
"MG311","MonumentoGaribaldi","1",0.324579827336739,-0.0154626405950423,3.30119251612146,1.76236243321925,2.94892656966642,16.2760358280474,14.7,2.04,0.0337,0.668,0.0706,0.264,58.85,11.54,2.33,47.96
"MG312","MonumentoGaribaldi","1",0.376552021119483,0.015809559932739,2.97762238079168,1.86467762295151,3.14505830862063,8.80879129663879,8.65,1.61,0.0232,0.38,0.0151,0.199,52.16,7.16,4.22000000000001,40.89
"MG313","MonumentoGaribaldi","1",0.391146126609035,-0.101177813291997,2.83923329403742,1.84022325916976,3.08428594467325,7.28011686946347,7.12,1.46,0.0225,0.318,0.0228,0.202,48.45,6.37,11.17,37
"MG314","MonumentoGaribaldi","1",0.400556899809338,-0.106837032290898,2.79649483711176,1.84706399715737,3.53675765376429,6.03495571689018,5.91,1.61,0.0205,0.378,0.0186,0.19,46.25,5.76,5.27,35.37
"MG315","MonumentoGaribaldi","1",0.404741057786163,-0.140792188964622,2.73071501123267,1.8669800992575,3.3916274500481,5.86141810274021,5.74,1.55,0.0228,0.355,0.0146,0.135,46.51,5.87,9.54,34.63
"MG316","MonumentoGaribaldi","1",0.396163894103129,-0.109344624834523,2.75339047731341,1.83589508879824,3.51173240140361,6.10099666833066,5.98,1.59,0.0217,0.388,0.0149,0.119,46.03,7.07,6.11,35.11
"MG317","MonumentoGaribaldi","1",0.403780415501281,-0.109740011210661,2.76229779974319,1.85508784324359,3.5854653819325,5.88605795818247,5.77,1.63,0.022,0.378,0.0135,0.169,46.41,5.77,5.12,34.99
"MG318","MonumentoGaribaldi","1",0.391045863312751,-0.0838349217151789,2.83166895904715,1.83002625509073,3.37801399127017,6.8201039657409,6.69,1.56,0.021,0.378,0.0162,0.181,47.16,6.7,6.53,36.36
"MG319","MonumentoGaribaldi","1",0.365058739495626,-0.0604308350774396,2.83737436747548,1.61038669172354,3.57615052678544,7.16725611600391,7.04,1.69,0.0201,0.378,0.0151,0.231,48.94,11.87,2.27,37.01
"MG320","MonumentoGaribaldi","1",0.367012080694174,0.00863367325055196,3.07231021943146,1.61971820569952,3.25132783202669,8.71176789955507,8.5,1.66,0.0265,0.359,0.0275,0.386,53.45,10.81,2,41.04
"MG321","MonumentoGaribaldi","1",0.329084687426607,-0.109292035585913,3.02554057011773,1.38781431185542,3.37256042778091,9.45003738568028,8.4,2.14,0.0187,0.444,0.0269,0.37,55.06,17.32,4.89,42.14
"MG322","MonumentoGaribaldi","1",0.330441316964109,-0.135607818548561,3.15898188005463,1.51006314057527,3.41742690482492,11.0695566139619,9.66,2.19,0.0238,0.681,0.0561,0.249,54.15,16.34,3.13,42.85
"MG323","MonumentoGaribaldi","1",0.343327257549522,-0.138362096348787,2.92150048403549,1.50407874519842,3.27776858189667,8.49632379531353,7.89,1.99,0.0176,0.413,0.0156,0.302,52.05,14.55,9.17,39.99
"MG324","MonumentoGaribaldi","1",0.348547968127571,-0.0861601891982518,2.95259062505692,1.5442479006756,3.2368714776371,9.62505952498577,9.27,1.85,0.0256,0.4,0.0199,0.327,54.92,13.41,7.12,40.33
"MG326","MonumentoGaribaldi","1",0.355225140690291,-0.28424142222161,2.7657723406288,1.55059293570556,2.98008764370598,8.05340784058359,7.91,1.57,0.0223,0.48,0.0141,0.167,47.96,13.29,22.55,33.7
"MG327","MonumentoGaribaldi","1",0.333307590967122,0.0341195447315208,3.30989923079527,1.5548681383145,3.05010311142128,11.779839933484,11.1,1.92,0.0219,0.452,0.0397,0.51,56.21,12.3,1.33,46.14
"MG328","MonumentoGaribaldi","1",0.3465148147165,0.0141874140207686,3.13733737552157,1.67185911695187,3.00683609524339,10.7467143171275,10.4,1.83,0.0223,0.387,0.0269,0.381,54.17,10.64,4.34,44.46
"MG329","MonumentoGaribaldi","1",0.37315774387113,-0.0167319605559531,3.06783558826178,1.57191921058696,3.1028698379593,8.54176439119442,8.36,1.39,0.0272,0.333,0.0175,0.464,51.25,9.86,7.14,38.14
"MG330","MonumentoGaribaldi","1",0.328100577061536,0.0743709428881012,3.34747229686871,1.5991560976999,2.79272467580726,12.5037922815497,11.9,1.87,0.0241,0.383,0.0594,0.475,57.41,12.76,1.18000000000001,49.08
"MG331","MonumentoGaribaldi","1",0.364992382726238,0.002042405224294,3.15840247575914,1.64181337018304,3.18968951310261,7.97254513680661,7.75,1.74,0.0208,0.381,0.0435,0.381,52.56,10.78,1.56,42.72
"MG332","MonumentoGaribaldi","1",0.343374423721703,-0.00686601632804415,3.20133500745822,1.51897141664165,3.20569373391297,8.88796017129792,8.57,1.81,0.0191,0.407,0.0576,0.415,53.97,13.76,0.410000000000004,43.67
"MG333","MonumentoGaribaldi","1",0.336293550674767,0.0213524213104593,3.11916792516712,1.46084082180545,3.24273279006447,8.91274913235561,8.71,1.61,0.0221,0.453,0.0303,0.299,53.72,16.18,1.4,41.02
"MG334","MonumentoGaribaldi","1",0.31066671471749,0.0518842235870792,3.19308082781793,1.45751687667188,2.98149127693593,12.1264602746159,11.8,1.7,0.0237,0.422,0.0496,0.353,57.01,16.93,1.32,45.16
"PL301","PancrasLock","1",0.178582142204952,-0.141664194242562,1.67366405771648,2.90333453125573,2.67839420849939,30.3027436298135,21.9,2.77,0.0313,0.314,0.00429,0.0266,66.19,0.849999999999994,3.61,58.48
"PL302","PancrasLock","1",0.207886322655441,-0.0744648465937718,1.91528590406727,2.81201088267984,2.72270010888318,22.6837271855554,17.7,2.53,0.0279,0.312,0.00383,0.0348,63.09,0.990000000000002,3.92999999999999,55.58
"PL303","PancrasLock","1",0.230999952557169,-0.0150532081434078,2.14619652506997,2.66943991334377,2.83904784004837,17.2531949506981,14.4,2.32,0.0264,0.328,0.00416,0.0385,60.02,1.96,4.57999999999999,51.87
"PL304","PancrasLock","1",0.270169009650597,0.104559164878089,2.60836430816045,2.39135252245894,2.84473207041103,8.98209510215572,8.86,1.73,0.023,0.301,0.00332,0.0662,52.34,2.66,10.85,43.38
"PL305","PancrasLock","1",0.264716347055977,0.0526830200164212,2.53698915710653,2.45333730851176,2.71475620487921,10.2497165058565,9.92,1.84,0.0249,0.306,0.00806,0.0964,54.41,2.18,11.81,45.57
"PL306","PancrasLock","1",0.265045477048828,-0.0851600340797287,2.42390513271028,2.47951215950652,2.74013676690592,11.1451831631083,9.91,2.13,0.0242,0.316,0.0138,0.0457,52.56,1.47,18.84,44.44
"PL307","PancrasLock","1",0.21959968867899,-0.102097190823341,2.05817925278157,2.74796021885085,2.48627647373357,19.9720250922467,16.5,2.34,0.0293,0.323,0.00692,0.0259,60.91,0.719999999999999,12.58,52.65
"PL308","PancrasLock","1",0.247216404854196,-0.0564735225409173,2.39011502074425,2.47999108497782,2.63890641991437,13.6812309544644,12.3,2.08,0.0262,0.33,0.00887,0.0793,54.69,2.19,17.02,46.17
"PL309","PancrasLock","1",0.259434411211037,0.136685404325525,2.59624237925102,2.35010862092718,2.87343393662144,10.4497897984206,10.3,1.75,0.0251,0.294,0.00474,0.176,54.67,3.79,5.52,45.8
"PL310","PancrasLock","1",0.258018288300726,0.0681398715198882,2.65526450649074,2.34008729205389,2.50259810167186,10.6698302679422,10.5,1.67,0.0263,0.362,0.00806,0.121,54.64,4.61,14.53,45.41
"PL311","PancrasLock","1",0.262282154974421,0.124278524843136,2.65655305131366,2.37196039500885,2.74511508951792,10.3554145610998,10.2,1.67,0.0258,0.329,0.00554,0.151,54.46,3.01,9.15,44.94
"PL312","PancrasLock","1",0.256681912627019,0.144624048689768,2.70123970816847,2.24281984996925,2.83513649244829,10.248037835239,10.1,1.64,0.0242,0.36,0.00609,0.135,53.67,5.91,8.06,44.05
"PL313","PancrasLock","1",0.265996716281766,0.185532505019489,2.66465132135429,2.34292250852695,2.91771615365998,9.30772314110593,9.18,1.58,0.0233,0.311,0.00378,0.0716,53.43,3.94,5.81,43.55
"PL314","PancrasLock","1",0.209612452129944,0.112175701087244,2.49249818235743,2.34238064378597,2.58427730442287,16.6389287614427,16.4,1.74,0.0275,0.395,0.0099,0.182,59.74,6.31,5.94,49.2
"PL315","PancrasLock","1",0.235995557920326,0.0423799291544885,2.58295739012426,2.35917546865662,2.27046620139002,13.9216122774389,13.7,1.55,0.0285,0.347,0.0101,0.0825,55.33,4,20.48,44.38
"PL316","PancrasLock","1",0.241332948790982,-0.00315169984102703,2.21123917990329,2.6773119012799,2.7712775249664,15.4723120387189,13.4,2.2,0.027,0.311,0.00406,0.0284,58.63,0.920000000000002,7.02999999999999,50.45
"PL317","PancrasLock","1",0.203676946066979,-0.0811083692874377,1.86287368497062,2.83454014914006,2.73912321885213,24.2264955513924,18.7,2.56,0.0307,0.307,0.0043,0.0239,63.67,0.719999999999999,3.73,55.74
"PL318","PancrasLock","1",0.169373204031829,-0.172880060223206,1.59479767533407,2.93173465447951,2.69377482675614,33.0223255433981,23.1,2.88,0.0314,0.32,0.00386,0.0202,66.73,0.670000000000002,3.94,59.12
"PL319","PancrasLock","1",0.169024710011464,-0.144081581943348,1.62461781027111,2.91534171688026,2.6658455007788,32.2921563807702,23.2,2.78,0.0318,0.305,0.00407,0.0312,66.6,0.690000000000012,3.51000000000001,58.78
"PL320","PancrasLock","1",0.163721973783298,-0.163211596178814,1.56193921648407,2.95032810946637,2.67816975041682,34.2963431767768,24,2.87,0.0327,0.316,0.00453,0.022,67.51,0.679999999999993,2.70999999999999,59.83
"PL321","PancrasLock","1",0.0447074732968788,-0.42341898639019,0.735043786475072,3.13049917059131,2.80941123782752,74.3973266171312,39.3,3.86,0.0366,0.358,0.00646,0.034,74.67,1.48,1.48999999999999,67.73
"PL322","PancrasLock","1",0.263025308989563,0.0659101122617328,2.60254516971851,2.42238323882315,2.81085314959176,10.1820731399708,9.94,1.81,0.0239,0.369,0.00609,0.053,52.98,2.39,12.3,43.83
"PL323","PancrasLock","1",0.266466506957719,0.0735848358889192,2.61091557270857,2.38683814831209,2.77668484318872,9.73465310046692,9.6,1.72,0.0241,0.312,0.0036,0.0558,51.46,2.08,14.96,42.15
"PL324","PancrasLock","1",0.257972649349301,0.0731773553643548,2.54476460150735,2.43214293086586,2.61222667662263,10.7478267776119,10.6,1.71,0.0245,0.302,0.00437,0.0543,53.35,2.70999999999999,13.94,44.66
"PL325","PancrasLock","1",0.236126766656447,0.0941886967509923,2.54758247023201,2.33535634263689,2.39203592492503,13.9377562181795,13.7,1.59,0.0306,0.317,0.0108,0.147,58.21,5.56,12.52,47.08
"PL326","PancrasLock","1",0.268203471204288,0.0204364304097023,2.67090713362261,2.33675832184931,2.56859266451554,9.18605150435664,9.05,1.66,0.0223,0.319,0.00816,0.0549,50.34,2.4,22.07,40.79
"PL327","PancrasLock","1",0.222770941923367,0.0378701675753932,2.64380034343067,2.02703324317485,2.47141458239104,13.7275625907871,13.5,1.66,0.0237,0.322,0.0192,0.272,55.16,9.86,16.51,44.75
"PL328","PancrasLock","1",0.276754686544474,0.0261292364636676,2.60418907694845,2.3980342029157,2.87389991672922,8.33065183104037,8.03,1.86,0.0217,0.322,0.00558,0.027,49.76,1.68,16.53,41.41
"PL329","PancrasLock","1",0.275637312824097,-0.0138199086840195,2.61984027725581,2.3741382182791,2.76046219787201,8.48614086775479,8.15,1.87,0.0218,0.325,0.0113,0.0577,49.7,1.86,19.6,41.45
"PL330","PancrasLock","1",0.253368731108994,0.0732960260061349,2.70406535503557,2.3390371332478,2.39672928650526,11.8965568322914,11.7,1.58,0.0295,0.387,0.00728,0.15,55.63,3.9,16.61,44.93
"PL331","PancrasLock","1",0.26545352794029,0.0676865747512242,2.67646839056008,2.41839311564352,2.63227343511883,10.2579908390237,10.1,1.7,0.0265,0.387,0.00549,0.0845,53.26,2.02,15.01,43.79
"PL332","PancrasLock","1",0.169150279234094,0.066719634148422,2.33322357212347,2.26003398532458,2.17236339643518,22.4649203016671,22.1,1.66,0.0374,0.434,0.00922,0.104,63.06,10.71,12.26,50.65
"PL333","PancrasLock","1",0.172727819387004,0.0785736327757088,2.3628157226737,2.14483768624482,2.51606656131924,20.7959713273634,20.5,1.76,0.0302,0.385,0.00826,0.168,59.52,11.06,9.66999999999999,48.43
"PL334","PancrasLock","1",0.269052004197187,0.0900563420792136,2.65290020477101,2.37029070802654,2.73730607140145,9.65794051511359,9.51,1.7,0.0265,0.331,0.00417,0.101,53.15,2.75,13,43.43
"PL335","PancrasLock","1",0.260887399989442,0.0921112843230124,2.67098711948703,2.37774178888248,2.73893913904453,10.6751207077771,10.5,1.72,0.0274,0.411,0.00789,0.0812,54.4,3.61000000000001,11.16,44.49
"PL336","PancrasLock","1",0.157323283334217,-0.207468820726336,1.49629884167886,2.97298331060602,2.73137194969932,37.3896293852929,24.9,3.05,0.0337,0.357,0.00415,0.0173,68.09,0.940000000000012,2.45,60.91
"PL337","PancrasLock","1",0.204977579675125,-0.0724735914652697,1.91571277368641,2.81730265138156,2.68012814939439,23.4855626802493,18.5,2.49,0.0304,0.315,0.00452,0.0389,63.45,0.68,4.70999999999999,55.38
"PL338","PancrasLock","1",0.203099846532302,-0.0605162019951191,1.88787564779796,2.82893065896212,2.70873808813851,23.8821594481066,18.8,2.49,0.031,0.309,0.00376,0.023,63.88,0.809999999999995,3.43,55.64
"PL339","PancrasLock","1",0.100146590720787,-0.322712072545021,1.05435539131457,3.11578610513327,2.72820839159262,55.5251143169518,32.5,3.49,0.0361,0.336,0.00499,0.0223,72.43,0.440000000000012,1.36999999999999,65.47
"PL340","PancrasLock","1",0.192066303661297,-0.0942852336651716,1.79061642031492,2.83833453736465,2.7284356313349,26.7080714349155,20.2,2.62,0.0314,0.297,0.00417,0.0426,64.53,1.01000000000001,3.2,56.68
"PL341","PancrasLock","1",0.17915412533613,-0.128140036189336,1.72557050581083,2.87021078213282,2.64350436567658,29.4206699073078,21.8,2.68,0.0312,0.312,0.006,0.0395,65.8,0.919999999999987,4.55,57.65
"PL401","PancrasLock","1",0.212004099689356,-0.0731532314495884,1.96756091442269,2.75463556461513,2.80553366407074,21.7623338005031,17.1,2.51,0.0282,0.329,0.00954,0.029,62.09,1.67,3.95,54.33
"PL402","PancrasLock","1",0.266940533941886,0.0340756867327268,2.68281258746461,2.34944025920045,2.62050479434601,9.80732850471601,9.63,1.72,0.0257,0.36,0.0137,0.113,52.79,2.87,17.08,43.11
"PL403","PancrasLock","1",0.278513480001823,0.0726769730118787,2.65098806608722,2.37002273835612,2.92346377256998,7.87206760990069,7.75,1.76,0.0219,0.319,0.00731,0.0314,49.86,2.15,13.91,41.15
"PL404","PancrasLock","1",0.217375703829315,0.0672408911608302,2.52887084243371,2.10243917256887,2.60520847771357,14.8127667959871,14.6,1.66,0.0265,0.343,0.00909,0.0868,54.85,9.84,15.63,43.47
"PL405","PancrasLock","1",0.219240388092738,0.0476391879544746,2.57064868149832,2.15466467093091,2.40642136167786,15.1153792703023,14.9,1.69,0.0284,0.36,0.00624,0.202,56.61,8.56,16.25,45.98
"PL406","PancrasLock","1",0.267611128715774,0.0181380011868613,2.37542909326048,2.52754972790086,3.20559143634357,10.9452737374509,9.5,2.22,0.0227,0.3,0.00259,0.04,53.25,0.759999999999998,7.03,45.08
"PL407","PancrasLock","1",0.268606646411741,0.0483661800132412,2.42701494222194,2.46044034897474,3.27252348479049,10.1164573198265,8.99,2.14,0.0211,0.289,0.0034,0.0471,51.95,1.51000000000001,6.25,43.88
"PL408","PancrasLock","1",0.27177763499074,0.00759273089444179,2.45662742723912,2.50529427382193,2.99643802584233,9.7907860697469,8.9,2.06,0.0223,0.307,0.00837,0.0195,52.18,0.859999999999999,11.78,43.98
"PL409","PancrasLock","1",0.199906228654212,-0.123617784833298,2.05801646725958,2.67397663272769,2.33867122661846,22.4180716674822,19,2.24,0.0312,0.347,0.0145,0.0208,60.52,2,16.65,51.64
"PL410","PancrasLock","1",0.228432250483165,-0.133343581912246,2.1849385378933,2.57039543162248,2.42974178567424,17.3950286812022,14.8,2.25,0.0287,0.328,0.021,0.0485,59.06,3.34999999999999,16.95,50.42
"PL411","PancrasLock","1",0.129389045974312,0.0503238577138009,1.94186834628405,2.14180805508987,2.15852410513821,33.3473807871159,31.7,1.86,0.0741,0.344,0.0111,0.249,70.36,15.39,6.33,55.54
"PL412","PancrasLock","1",0.233532865525849,0.0274327371710195,2.25885333779563,2.56075790168689,2.89080148138325,16.061940905493,14.1,2.15,0.0279,0.332,0.0116,0.0619,60.49,3.05,4.02,49.94
"PL413","PancrasLock","1",0.194647822463206,-0.0870273978775988,1.79828334903545,2.87299703102957,2.6956859155254,26.0725718998843,19.9,2.59,0.031,0.302,0.00424,0.0217,64.67,0.579999999999998,3.06999999999999,56.89
"PL414","PancrasLock","1",0.168699461298032,-0.163835334217702,1.63659814389468,2.87411369263606,2.70927582268871,32.4357696996783,23,2.83,0.0312,0.317,0.011,0.0514,66.54,1.47,3.19999999999999,58.83
"PL415","PancrasLock","1",0.173062848947162,-0.19652867214206,1.56920967455134,2.89777072631033,2.88114199627593,33.0730801254743,22.3,3.03,0.0297,0.318,0.00371,0.022,65.68,1.09999999999999,2.97,58.56
"PL416","PancrasLock","1",0.227514146421638,0.00712390538342689,2.23985655668599,2.63751165106585,2.76578361674863,17.3181734429782,15,2.19,0.0273,0.352,0.0113,0.0966,60,1.81,4.39,51.72
"PL417","PancrasLock","1",0.262276755375819,0.0823219118647418,2.54255111040472,2.51008124649741,2.67191743416603,10.6563326309372,10.5,1.76,0.0255,0.318,0.00441,0.0697,54.75,1.22000000000001,11.2,45.69
"PL418","PancrasLock","1",0.243495307938807,0.0516724627089118,2.56853143252501,2.4349435558221,2.69266887959651,13.6934580291994,13.3,1.79,0.0316,0.419,0.0373,0.127,59.03,3.64,7.45,47.53
"PL419","PancrasLock","1",0.182735555852373,-0.0148984511051093,2.62595509425773,2.12914649760435,2.71291465250048,21.0854573680151,19.9,1.89,0.0346,0.676,0.0607,0.168,60,11.13,8.04000000000001,47.89
"PL420","PancrasLock","1",0.255252592105039,0.12886206957091,2.64887793322326,2.36025177913817,2.95023371522567,10.777050876021,10.6,1.77,0.0242,0.41,0.00898,0.0901,54.4,4.24,5.54,44.99
"PL421","PancrasLock","1",0.258237414587111,0.125440373894432,2.75688034093254,2.37386478097479,3.03574113975823,10.5475133224164,10.3,1.8,0.0243,0.528,0.0149,0.0776,55.06,3.94,4.27,44.79
"PL422","PancrasLock","1",0.276165585034351,0.0574066708094999,2.72355081982591,2.40355133796295,2.80071392550211,8.49076840497353,8.35,1.77,0.0235,0.413,0.00664,0.0547,51.32,1.81,14.83,42.36
"PL423","PancrasLock","1",0.24144329428807,0.0516380807642698,2.70873367866437,2.26060952234127,2.35952347148225,12.9430130088806,12.7,1.56,0.0291,0.43,0.017,0.116,55.53,6.13,18.03,44.53
"PL424","PancrasLock","1",0.274271785481427,0.0980218874311729,2.76794612719438,2.328505494241,2.81901895928637,8.70436922429132,8.55,1.67,0.0253,0.41,0.0109,0.0829,51.86,3.41,12.25,42.48
"PL425","PancrasLock","1",0.273897514202061,0.115594290657824,2.75165519308229,2.33047178142929,2.67560378522406,8.68478359000865,8.53,1.51,0.0239,0.316,0.0132,0.0986,51.51,2.66,14.34,41.84
"PL426","PancrasLock","1",0.281958860747565,0.147741384720212,2.67930278102791,2.40952768327441,2.9631476323486,7.78114449875606,7.67,1.62,0.0231,0.298,0.00289,0.0278,50.59,1.27,10.09,41.24
"PL427","PancrasLock","1",0.262359312694703,0.128183117474479,2.59526722742665,2.37214758733729,3.03207123352636,10.1525242663799,9.96,1.78,0.025,0.343,0.0105,0.069,53.61,3.58,5.57,44.02
"PL428","PancrasLock","1",0.261514848276116,0.0598056633226028,2.50365224409783,2.45539599290496,2.71831140524615,10.8670404565737,10.6,1.81,0.027,0.302,0.00577,0.0513,53.72,2.37,12.49,44.92
"PL429","PancrasLock","1",0.26065686644463,0.0835974448182353,2.4449470714506,2.50228762250061,2.99102788778809,10.9877319433145,10.3,1.95,0.0237,0.304,0.00403,0.0382,54.22,1.9,6.3,45.73
"PL430","PancrasLock","1",0.248587950911704,0.028941253776992,2.25610617449527,2.62590133556783,2.99751737525055,13.7781693290064,12,2.19,0.0237,0.293,0.00267,0.0214,56.35,0.900000000000006,5.02,48.45
"PL431","PancrasLock","1",0.191792280686754,-0.10972564904316,1.76790564005917,2.86758809802236,2.77105998839928,27.0208665175976,20,2.7,0.0294,0.308,0.00388,0.0352,64.5,0.659999999999997,2.67,57.12
"PL432","PancrasLock","1",0.242466780329716,0.043006369545264,2.29125284718554,2.60023295728444,2.84298657143708,14.3587769740565,12.9,2.08,0.0259,0.313,0.00649,0.039,57.44,1.91999999999999,5.26000000000001,49.31
"PL433","PancrasLock","1",0.260586732898787,0.105386989089099,2.49329285989637,2.47281846405351,2.99948549473971,11.0394534896901,10.5,1.9,0.0259,0.338,0.0047,0.0423,54.8,2.63,5.11,45.75
"PL434","PancrasLock","1",0.270101942101193,0.153286351132243,2.67733123630232,2.33655248984167,2.93790646597144,9.18928849040118,9.05,1.66,0.0258,0.345,0.0039,0.0727,53.13,3.91,7.36,43.26
"PL435","PancrasLock","1",0.252787871519559,0.192861382444622,2.64768588752121,2.24011972369992,2.83547499813356,10.8716192434993,10.7,1.52,0.0266,0.33,0.00757,0.0595,55.28,7.2,5.64,44.14
"PL436","PancrasLock","1",0.267878770804665,0.19804983741068,2.74494365616058,2.2827158564999,2.81480269664084,9.46725813888962,9.32,1.44,0.0264,0.32,0.00465,0.086,52.69,4.41999999999999,8.46,42.3
"PL437","PancrasLock","1",0.066658504955716,-0.0718058505121177,1.8496477442682,2.08223825103529,2.31754091211854,41.3051654700311,33.8,2.29,0.0359,0.39,0.0122,0.385,67.7,15.26,7.81999999999999,56.68
"PL438","PancrasLock","1",0.145534159658063,0.185632646858756,2.3411476886237,1.90887986506688,2.02593770679944,27.8258267449492,27.2,1.31,0.0615,0.38,0.00665,0.23,68.07,18.42,8.55000000000001,51.16
