"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","Human","Traffic","Natural","PA","N5","S","R","I","FS","T","LAeq","LA10_LA90","LCeq_LAeq","SIL3"
"SM411","SanMarco","1",0.35297429238903,-0.267475423308639,2.40603429746219,1.96110502173315,2.80973659626259,6.89218966235226,6.77,0.975,0.027,0.313,0.00398,0.0685,49.06,2.46,18.01,34.14
"SM412","SanMarco","1",0.339546332231628,-0.164149836617702,2.77331225960623,1.65352944267978,2.78974823138953,11.777226399061,11.3,1.19,0.0828,0.322,0.00355,0.377,55.47,7.6,14.99,38.03
"SM413","SanMarco","1",0.285905155740787,-0.0180312373703791,2.82999209533973,1.61859019471416,2.66247751760289,14.5324195667361,14.3,1.13,0.0333,0.356,0.00407,0.0877,56.33,11.34,11.01,41
"SM414","SanMarco","1",0.348625702502598,-0.249172183093812,2.57532515186177,1.93616163941501,2.77835078158145,7.45251471548715,7.32,1.06,0.0277,0.407,0.00448,0.0823,49.29,2.73,18.06,35.37
"SM415","SanMarco","1",0.346417643563578,-0.265463142516316,2.53560489797238,1.84624199989402,2.91753664693779,7.0267269899549,6.89,1.04,0.0239,0.447,0.0134,0.0563,47.44,6.01,15.81,34.49
"SM416","SanMarco","1",0.359623926758352,-0.354971601718475,2.36651819227555,1.98978348281362,2.91885203527363,5.88181242953173,5.78,1.06,0.0237,0.426,0.0052,0.0515,46.43,2.09,19.93,32.66
"SM417","SanMarco","1",0.351606103530129,-0.263386541167159,2.43610795747033,1.8733777211187,2.94789071514855,6.65242142205275,6.53,1.04,0.0258,0.346,0.00684,0.0833,47.81,4.83,15.63,34.19
"SM418","SanMarco","1",0.274320356329846,0.131860561457076,3.71470883629934,0.892702731557285,2.49337325613264,15.8562808723776,15.5,1.19,0.0398,0.252,0.0192,1.02,61.14,16.05,7.09,45.68
"SM419","SanMarco","1",0.354363660361066,-0.379607548496846,2.20696601836086,1.90241822433008,3.12578017741385,6.05057335717913,5.95,1.17,0.0214,0.343,0.00746,0.0677,44.74,4.5,17.76,32.18
"SM420","SanMarco","1",0.308404246627202,0.0343052435643613,3.35991043807297,0.965002722300361,2.85552206146125,12.1270353661155,11.8,1.15,0.049,0.208,0.0118,0.955,57.67,16.28,5.35,41.5
"SM501","SanMarco","1",0.352931300106838,-0.17613116583913,2.51231437706771,1.90952635273982,3.28460153932202,6.50420608983079,6.39,1.23,0.024,0.351,0.00704,0.0525,47.77,3.83,7.27,35.88
"SM502","SanMarco","1",0.355909749429221,-0.204193071219194,2.45642511700631,1.86380078157578,3.33871551048076,5.96143397349244,5.85,1.17,0.0236,0.35,0.00888,0.089,46.65,4.84,7.18,34.63
"SM503","SanMarco","1",0.361688296636434,-0.249161454589777,2.55233256207409,1.85281775699643,3.36877431304864,5.89739668687941,5.73,1.22,0.0349,0.502,0.015,0.0884,46.53,5.70999999999999,8.28,34.21
"SM504","SanMarco","1",0.33259971462004,-0.225256065607409,2.70739929409201,1.7424740541652,2.91134045839012,8.49409410746607,8.36,1.54,0.0236,0.379,0.00761,0.0798,49.4,7.69,16.4,39.3
"SM505","SanMarco","1",0.351425279719937,-0.206386100614113,2.58677835345943,1.8904347762658,2.76227962600706,6.83363420473089,6.72,1.06,0.0254,0.305,0.00345,0.104,48.58,3.46,16.68,36.25
"SM506","SanMarco","1",0.350844457207103,-0.255879968709776,2.60893919913368,1.90050670196423,2.78905335422977,7.22883854601141,7.1,1,0.0278,0.419,0.00388,0.172,49.31,2.37,17.98,34.67
"SM507","SanMarco","1",0.359607834446691,-0.326021005263918,2.41967927654395,1.89796353915286,3.01945105632635,5.67026078924071,5.57,1.09,0.0238,0.409,0.00533,0.118,45.49,3.64,17.22,33
"SM508","SanMarco","1",0.355005205308168,-0.307286850853143,2.39459541291045,1.90711425354003,2.98425097385706,6.1883295217259,6.07,1.15,0.0245,0.362,0.00924,0.0424,46.52,4.49,17.02,34.15
"SM509","SanMarco","1",0.357667697273309,-0.291134990367871,2.38558321686734,1.88329349376078,3.10389834145955,5.72379704447633,5.62,1.12,0.0228,0.353,0.00805,0.0828,46.08,4.55,14.38,33.61
"SM510","SanMarco","1",0.363717644470937,-0.313634642978871,2.286665296051,1.90500093889204,3.18571442557073,5.05993665958757,4.97,1.04,0.0228,0.337,0.00521,0.107,44.6,3.8,13.83,32.03
"SM511","SanMarco","1",0.351157102044401,-0.182034159955049,2.66199436026185,1.87800087126454,2.96444717562642,6.92331301800066,6.8,1.18,0.0254,0.349,0.00667,0.136,48.76,3.13,12.61,36.86
"SM512","SanMarco","1",0.351489649992775,-0.305062136361896,2.23512738379312,1.77678214587374,3.38693909415544,6.12261334367858,6.01,1.1,0.0241,0.356,0.00788,0.106,46.13,7.85,10.23,31.82
"SM513","SanMarco","1",0.359105151566236,-0.312097329815445,2.36952376697282,1.8875516883964,3.14251583378005,5.50018834811165,5.4,1.19,0.0234,0.385,0.00667,0.0463,45.7,5.11000000000001,14.91,33.56
"SM514","SanMarco","1",0.346739783791172,-0.172870809531197,2.47218838906708,1.74325495111879,3.33422434910576,6.80422669736953,6.67,1.13,0.0258,0.327,0.0106,0.111,48.94,8.15,5.76000000000001,34.98
"SM515","SanMarco","1",0.349933053017562,-0.36650991922045,2.2378970494021,1.7673063938545,3.0219744726844,6.38470547547061,6.26,0.985,0.026,0.362,0.00858,0.105,47.09,8.32,18.23,31.42
"SM516","SanMarco","1",0.35637319849882,-0.402860602394627,2.17913019714604,1.7848883982397,3.1674863122427,5.49355913273222,5.38,1.02,0.0237,0.381,0.0119,0.111,45.39,7.81,17.21,30.41
"SM517","SanMarco","1",0.353008796858956,-0.351153037528851,2.45233724708796,1.73741521803523,3.12325634082568,5.83892950618459,5.72,1.16,0.0228,0.464,0.0137,0.151,45.79,7.97,16.25,32.85
"SM518","SanMarco","1",0.357160799639064,-0.36574340415035,2.23215138037183,1.80428691481006,3.1281394514227,5.54144771373315,5.43,1.02,0.0243,0.356,0.00986,0.112,46.42,7.03,16.5,31.26
"SM519","SanMarco","1",0.367516228765687,-0.434935200185119,1.9796915581357,1.92378880198998,3.3221062694094,4.33547958832129,4.26,0.956,0.0215,0.358,0.00403,0.0586,42.27,4.88,16.21,28.28
"SM520","SanMarco","1",0.356428873830139,-0.421331652989718,2.11530180405209,1.82397008330881,3.05252614938315,5.68322801695493,5.59,0.903,0.0226,0.337,0.00417,0.168,44.73,5.77,19.9,29.39
"SC201","StPaulsCross","1",0.396534504404818,-0.0143446002115314,3.06318371783149,3.13018949147015,2.59840760686539,9.62630259139244,9.47,1.38,0.0281,0.429,0.00437,0.171,52.39,3.71,12.55,41.66
"SC202","StPaulsCross","1",0.400436918962184,0.00864272043141191,3.14679632283704,3.09082037804843,2.51231405126446,10.16066076672,10,1.33,0.0285,0.512,0.00353,0.113,53.33,3.34,12.87,42.19
"SC203","StPaulsCross","1",0.386067506568672,0.0828040877356323,3.10005812240714,2.99315246850952,2.47478889864667,10.9814869135525,10.8,1.37,0.0291,0.362,0.00627,0.0723,55.3,4.12,9.66,44.57
"SC204","StPaulsCross","1",0.370006700407941,0.0585613935867611,3.10320592618019,3.08687315656704,2.57824071737772,10.5765349295161,10.4,1.38,0.028,0.366,0.00767,0.165,54.34,4.93,9.16999999999999,43.57
"SC205","StPaulsCross","1",0.353352840252554,0.127713420451336,3.18623621327581,2.82351944006501,2.27226620811129,15.5417256810129,15.3,1.43,0.0327,0.333,0.0049,0.189,59.22,5.42,10.51,47.24
"SC206","StPaulsCross","1",0.381539782905345,-0.0403184877247791,3.50512295485631,2.98368728143633,2.59923763714204,12.7105861178154,12.5,1.74,0.0305,0.944,0.00731,0.105,55.41,4.11,12.96,44.43
"SC207","StPaulsCross","1",0.285731865739588,0.120472005707306,3.16839429619117,3.05964917167536,2.28867182717441,15.7201355200052,15.5,1.52,0.0292,0.352,0.00495,0.132,58.27,8.31,10.46,47.8
"SC208","StPaulsCross","1",0.386565927575412,0.0408280804844193,3.07200993769439,3.03202881313449,2.62527305777398,10.7796066587911,10.6,1.4,0.0276,0.408,0.00856,0.122,53.89,3.56,9.22,43.11
"SC209","StPaulsCross","1",0.341768178610237,0.0617063832643433,3.10536719149231,3.06740565744625,2.39071055952365,13.4174205384994,13.2,1.47,0.0305,0.357,0.00727,0.146,57.03,6.37,11.65,45.5
"SC210","StPaulsCross","1",0.321657610661648,0.0446588391469393,2.99390617637143,3.23727416617597,2.53976114366747,13.1876853862946,13,1.48,0.0284,0.356,0.00359,0.108,55.58,6.92,10.52,44.23
"SC211","StPaulsCross","1",0.24360942135416,0.126800889440258,3.07276124184254,3.28333799401535,2.18552149767233,23.5869860043072,23.2,1.4,0.0411,0.319,0.00563,0.33,63.18,12.04,11.82,47.46
"SC212","StPaulsCross","1",0.365906034751451,0.0721645337783113,3.0748385481703,3.06650903504413,2.430594229606,12.5062389153582,12.3,1.38,0.0305,0.359,0.00672,0.0954,56.31,5.25,10.76,44.68
"SC213","StPaulsCross","1",0.294237247426144,0.0959950123711581,3.14983469893429,2.98569984825571,2.38785832956398,16.0142316239059,15.8,1.62,0.0279,0.412,0.00505,0.103,57.41,7.04,9.99000000000001,47.59
"SC214","StPaulsCross","1",0.325869018166339,0.0612479986273641,3.02011362949106,3.18878751573585,2.57743539112325,13.1057867525411,12.9,1.52,0.0282,0.383,0.00858,0.0504,55.83,6.61,8.76000000000001,44.94
"SC215","StPaulsCross","1",0.355902092021088,0.0529702920397123,3.00062366736863,3.10194121725554,2.58619243008577,11.461416459518,11.3,1.48,0.0268,0.356,0.00301,0.0561,54.37,4.88,9.49,44.14
"SC216","StPaulsCross","1",0.327705760680669,0.096746257078949,3.08799244198714,3.21906720687272,2.51460426515053,13.1068787812986,12.9,1.49,0.031,0.389,0.00465,0.0486,57.18,7.67,8.34,45.7
"SC217","StPaulsCross","1",0.409210740754877,-0.0288232816169983,2.94563134792252,3.11728956232478,2.55864698722108,8.77204648307068,8.63,1.39,0.0269,0.361,0.00435,0.0659,51.95,2.81,13.8,41.64
"SC218","StPaulsCross","1",0.293461744510556,0.104897801140893,3.04368997267857,3.30554341876657,2.45462537014892,13.697179348072,13.5,1.44,0.0293,0.322,0.00349,0.0764,57.51,8.9,9.00000000000001,45.73
"SC219","StPaulsCross","1",0.34070774601691,0.0987129372683738,3.07466674830151,3.06818173789013,2.45605666026062,12.9920666153902,12.8,1.46,0.0295,0.33,0.00346,0.09,56.51,6.23,9.24,45.76
"SC220","StPaulsCross","1",0.315461298782034,0.0643061250170526,2.98436616486407,3.37758769279993,2.5342765897354,12.68462996986,12.5,1.38,0.0291,0.353,0.00287,0.0694,55.76,7.89,9.89000000000001,43.78
"SC221","StPaulsCross","1",0.391525242948671,0.038693375258748,2.94507195327711,3.12279827538391,2.58488583277912,9.6352306432901,9.49,1.33,0.0267,0.324,0.00312,0.0377,53.33,3.44,10.42,42.46
"SC222","StPaulsCross","1",0.323090045844265,0.15912802659256,3.02212140219244,3.13634925018367,2.43751698666769,18.5100243285218,18.2,1.45,0.0388,0.318,0.00415,0.0993,59.64,8.46,6.63,47.19
"SC223","StPaulsCross","1",0.392381258491627,0.0558065018655694,3.19023352593997,2.55345930848529,2.51319510803041,10.5402469965513,10.4,1.64,0.0239,0.301,0.00361,0.273,54.52,1.72,10.12,46.09
"SC224","StPaulsCross","1",0.344138426336674,0.079858587616143,3.2143420729725,2.73441442787896,1.90820347598208,17.2942516580536,17,1.53,0.0341,0.356,0.0105,0.108,60.15,5.72,17.53,49.29
"SC225","StPaulsCross","1",0.335020992580617,0.0101797904317631,3.09032394512225,3.0824936143736,2.15975194876893,14.1351798757944,13.9,1.45,0.0307,0.356,0.00955,0.142,56.78,6.53,17.33,45.51
"SC226","StPaulsCross","1",0.382309317777884,-0.0311410890438925,2.93361277413627,3.07003873221957,2.23541050513629,13.0121951644774,12.8,1.41,0.0314,0.318,0.00561,0.0894,55.91,4.28,18.52,43.63
"SC227","StPaulsCross","1",0.291929860127464,0.119420684397129,3.14275711042421,3.01165997800448,2.27188606504007,17.7831443297745,17.5,1.56,0.0328,0.35,0.0091,0.141,59.73,8.36,10.39,48.38
"SR201","StPaulsRow","1",0.253165098222085,0.172161610151279,3.21263745702048,2.40262138999906,2.15218237913122,15.2209386957733,15,1.44,0.0306,0.342,0.004,0.202,58.51,6.41,7.17000000000001,47.52
"SR202","StPaulsRow","1",0.216531418109865,0.156930022339462,3.20141859427199,2.48658633616623,1.89692576373161,19.1838100475003,18.9,1.6,0.0347,0.314,0.00375,0.196,61.62,7.25000000000001,9.47000000000001,50.57
"SR203","StPaulsRow","1",0.27431793861129,0.127568710368732,3.23019743211864,2.14910153483722,2.52253085835282,11.3856020595497,11.2,1.29,0.0296,0.401,0.00555,0.41,56.8,4.61,7.03,42
"SR204","StPaulsRow","1",0.230270955144844,0.204644320441731,3.20831956145712,2.47877768840238,1.95021765102412,19.4853235500389,19.2,1.61,0.0343,0.316,0.00412,0.114,62.72,9.52,5.82000000000001,51.73
"SR205","StPaulsRow","1",0.262510929262011,0.193254673271246,3.15113120814101,2.34732784460226,2.05489772443343,16.5379604821995,16.3,1.42,0.0318,0.302,0.00343,0.109,60.35,9.87,7.21,48.63
"SR206","StPaulsRow","1",0.218990556763892,0.129677917442266,3.52325650739709,2.67877904188991,2.08945431179454,19.0570355338749,17.4,2.01,0.0343,0.624,0.0144,0.151,62.09,5.65,4.09999999999999,53.07
"SR207","StPaulsRow","1",0.179001201172681,0.0722203591960137,3.70363416982285,2.28854144616563,1.98354591073199,38.5680076880904,29.4,2.53,0.0376,0.804,0.0372,0.439,67.87,15.43,1.73999999999999,58.54
"SR208","StPaulsRow","1",0.258899227913008,0.158867575858585,3.43665233298172,2.44169496658122,1.99261136780225,14.4373554763085,14.2,1.52,0.0336,0.503,0.005,0.16,60.06,7.52,8.92,49.16
"SR209","StPaulsRow","1",0.265238906726222,0.155256378215045,3.22994715740186,2.31356059029001,1.95938767342579,15.3582728682952,15.1,1.32,0.0335,0.389,0.00785,0.111,59.47,9.52,11.14,47.36
"SR210","StPaulsRow","1",0.291090952008734,0.148095968828945,3.2240243285407,2.23345222954756,1.99697314550103,12.9138434341955,12.7,1.26,0.0308,0.319,0.00717,0.179,57.88,9.43,11.79,46.22
"SR211","StPaulsRow","1",0.25439095336276,0.194568020360582,3.39728877273047,2.41362352674545,1.86418729312154,16.0882762853881,15.8,1.42,0.0362,0.433,0.00881,0.111,61.54,9.82,8.76,50.31
"SR212","StPaulsRow","1",0.245325727728419,0.203917205778685,3.70037261414514,1.88144231571576,2.19254768755699,18.6119569465603,18.2,1.66,0.0447,0.466,0.0158,0.694,68.3,14.78,1.58,50.99
"SR213","StPaulsRow","1",0.294448725594618,0.262753901559331,3.89288373642421,1.3367154094734,2.15004901498561,19.8094461518471,19.4,1.28,0.0401,0.468,0.0191,0.985,69.54,21.77,1.73999999999999,49.29
"SR214","StPaulsRow","1",0.288850347227541,0.040769703430045,2.93848157496504,2.25797222934595,2.26284685158372,9.87814925293999,9.71,1.17,0.029,0.353,0.0058,0.0871,53.16,4.76000000000001,16.37,40.07
"SR215","StPaulsRow","1",0.241060823051692,0.148827901024686,3.1780270310426,2.09567856257212,2.11212143963244,19.7203603062322,19.3,1.76,0.0463,0.338,0.011,0.213,61.63,16.11,5.35999999999999,50.74
"SR216","StPaulsRow","1",0.298484089939157,0.0476759368782615,2.9225020175991,2.24847927786739,2.56294788799018,8.83050918673557,8.67,1.25,0.0271,0.401,0.00972,0.0815,50.98,4.19,11.46,39.09
"SR217","StPaulsRow","1",0.290595704866098,0.107456535159768,3.24285936100138,2.18767159711591,2.52813847952083,9.29278120136781,9.14,1.38,0.0275,0.361,0.0052,0.427,53.4,3.73,7.38,42.27
"SR218","StPaulsRow","1",0.288163334696257,0.112621784231842,2.99714090451665,2.33051857555008,2.49941649763735,9.44820000571126,9.29,1.18,0.029,0.409,0.00413,0.0385,53.37,4.15000000000001,9.38,40.52
"SR219","StPaulsRow","1",0.24893047031811,0.0969443388012763,3.31102957233847,2.27132691013142,2.18629451778865,18.1112410322051,17.7,1.6,0.0338,0.569,0.0334,0.166,58.47,10.32,7.12,48.02
"SR220","StPaulsRow","1",0.253982400733179,0.129780842408417,3.14071082332116,2.33094422569372,2.23403371360111,15.6777575542269,15.4,1.41,0.0291,0.349,0.0181,0.224,56.94,6.41,7.81,45.99
"SR221","StPaulsRow","1",0.29720959300974,0.0949022777844918,2.96784614914908,2.25952133965832,2.47862459728673,10.4677405456717,10.3,1.34,0.0288,0.376,0.00427,0.0549,54.1,6.65,9.17,41.8
"SR222","StPaulsRow","1",0.301205114371304,0.13229953666226,3.00431221882386,2.20217809050562,2.37284402581905,10.9775605139804,10.8,1.28,0.0302,0.298,0.00354,0.101,55.98,8.41999999999999,8.70000000000001,43.04
"SR223","StPaulsRow","1",0.24308079369618,0.0911988119745308,3.17789321530434,2.46547603439508,1.97884205212384,13.4751587727897,13.2,1.35,0.036,0.393,0.0131,0.102,58.57,4.9,14.07,45.85
"SR224","StPaulsRow","1",0.281255539001023,0.104071949988979,3.09512264823976,2.33968267998686,2.31056334637591,10.7736748936389,10.6,1.42,0.0292,0.294,0.00451,0.212,55.3,4.77,9.71000000000001,44.14
"SR225","StPaulsRow","1",0.271547454672353,0.123768719578841,3.10960933307029,2.40652103612401,2.32258086822471,11.1792688578854,11,1.41,0.0292,0.299,0.00497,0.199,55.5,3.79,8.42,44.56
"SR226","StPaulsRow","1",0.238408611559338,0.202648611629237,3.19203472958246,2.01494201360785,2.08761334632559,21.081232443373,20.6,1.6,0.0495,0.324,0.0156,0.19,62.94,18.57,3.42,51.09
"SR227","StPaulsRow","1",0.192616725640825,0.175860431699236,3.21716448828729,2.24103099482805,2.13598763216804,19.8276705217846,19.3,1.69,0.0565,0.332,0.0177,0.223,61.6,12.93,3.46999999999999,50.96
"SR228","StPaulsRow","1",0.220718954456702,0.192189290003841,3.31321908775936,2.12061480874372,2.08884650527704,19.2250939281487,18.7,1.68,0.0566,0.367,0.019,0.213,64.39,16.48,2.97,51.75
"SR229","StPaulsRow","1",0.187857357120246,0.17288039236558,3.29550687645192,2.24085882532002,1.9584935107978,25.5916842337902,22.7,2.08,0.0583,0.333,0.0117,0.238,65.11,17.04,2.51000000000001,55.92
"SR230","StPaulsRow","1",0.295582210462455,0.0770822991186993,2.96153835600462,2.2648571339548,2.52923703929514,11.1410944336545,10.9,1.33,0.0265,0.367,0.0262,0.0786,53.24,6.2,7.73,41.8
"SR231","StPaulsRow","1",0.302040831578235,0.138284219965537,3.09590827713723,2.19931745419314,2.3129782019067,13.1153723383021,12.9,1.44,0.0279,0.316,0.0114,0.146,56.74,10.15,6.75,45.67
"SR232","StPaulsRow","1",0.249101998943681,0.108228298388899,3.23310063870096,2.5140700875,2.12596823601986,18.5363071470539,17.2,1.96,0.0303,0.363,0.0228,0.161,62.03,8.33,4.69,52.03
"SR233","StPaulsRow","1",0.2213566849407,0.135943545011441,3.29360132614364,2.4175826141988,2.06114878313637,21.1844951164456,20.7,1.79,0.0299,0.383,0.0248,0.311,61.58,8.21,5.14,51.67
"SR234","StPaulsRow","1",0.305526353215022,0.0518466290626522,3.05327828202866,2.24516703141789,2.46268209211334,10.1968337396937,10,1.44,0.0258,0.408,0.018,0.134,53.06,6.33,9.75,42.29
"SR235","StPaulsRow","1",0.292933499356512,0.0606203153256648,2.96470762435192,2.31515528615419,2.33653734516494,9.82504506109471,9.66,1.29,0.0277,0.347,0.00699,0.0746,52.9,4.79,13.08,41.42
"SR236","StPaulsRow","1",0.297728881163966,0.0507091381865845,2.87068663463474,2.25255861965513,2.4754502944637,8.18803726119257,8.05,1.16,0.0275,0.316,0.00404,0.0974,51.01,3.49,13.64,38.63
"SR237","StPaulsRow","1",0.306756500704663,0.0639702632168851,2.86258461625681,2.09531558447198,2.68954539730655,11.0423097513676,10.8,1.36,0.0285,0.343,0.0239,0.102,55.39,8.57,6.67,40.44
"SR238","StPaulsRow","1",0.274083522130282,0.104203013562206,2.99556251897165,2.42177720560858,2.35849333622906,10.7783124554851,10.6,1.31,0.0293,0.344,0.00565,0.0571,54.33,3.73,10.1,42.71
"SR239","StPaulsRow","1",0.302848172233627,0.0986181349971694,2.86145205420217,2.10716171794012,2.44783937303244,12.3853613108383,12.2,1.29,0.0286,0.301,0.00449,0.0736,53.89,9.71,9.74,41.63
"SR240","StPaulsRow","1",0.23472189464123,0.140490191933788,3.12683534614056,2.65615179746343,2.13752149342697,12.213894824244,12,1.47,0.035,0.299,0.00273,0.0804,57.24,1.79,9.10999999999999,46.93
"SR241","StPaulsRow","1",0.230045765487309,0.14907606680503,3.12295827840894,2.6098900733617,2.26184477016546,11.4219421625005,11.2,1.43,0.0375,0.28,0.00348,0.143,56.79,1.13,7.50000000000001,45.9
"SR242","StPaulsRow","1",0.298379619955142,0.0879326817141801,2.83314353158983,2.15565819179258,2.75788603598319,7.34994083074102,7.22,1.05,0.0283,0.299,0.00306,0.168,50.54,2.91,9.33,36.5
"SR243","StPaulsRow","1",0.286396252720594,0.134871351942691,3.08868380864741,2.31637564733333,2.38249412794181,12.5859146846683,12.4,1.37,0.0278,0.421,0.00537,0.067,55.1,7.15,7.41,44.06
"SR244","StPaulsRow","1",0.295843001503371,0.150595427667916,3.05231646055383,2.20245191789002,2.30789336105794,12.5945646349429,12.4,1.23,0.0297,0.361,0.00471,0.0676,55.45,9.34,8.67,43.6
"SR245","StPaulsRow","1",0.279076909419431,0.0685520758426418,3.13038393256261,2.33743676470593,2.24609408374571,11.8197201274154,11.6,1.34,0.0298,0.489,0.0132,0.0655,54.33,5.89,12.55,43.12
"SR246","StPaulsRow","1",0.286748882760841,0.170184280105573,3.15134057558889,2.30989488253625,2.35613164258192,12.392401833301,12.2,1.29,0.03,0.438,0.00419,0.0505,55.97,7.85,6.41,44.43
"SR247","StPaulsRow","1",0.301292079070886,0.104179386907587,2.9877057098696,2.21725747068332,2.45535346680144,9.25802215009607,9.1,1.13,0.0294,0.39,0.00407,0.059,53.09,6.06,10.87,40.07
"SR248","StPaulsRow","1",0.28488314568715,0.0932525586170319,2.99752324581643,2.31355675217834,2.55087299886724,8.63978490620468,8.49,1.14,0.0287,0.416,0.00455,0.0982,52.19,2.57,10.33,39.17
"TM401","TateModern","1",0.361921623977257,-0.037229446026473,3.07308453475318,2.73900196875039,2.69170086948192,14.6443242585269,14.4,1.22,0.0303,0.34,0.0111,0.225,56.82,3.63,10.79,42.42
"TM402","TateModern","1",0.28910886559298,0.0722668273350144,3.09217289692566,2.94570874194226,2.51283012052311,18.8058497441068,18.5,1.23,0.0358,0.373,0.00721,0.0893,62.42,14.73,10.33,45.04
"TM403","TateModern","1",0.337042100294314,-0.084302409543908,3.00044792224937,2.90875084994804,2.44706809258093,14.6343871091968,14.4,1.14,0.0319,0.368,0.0064,0.0863,57.07,9.94,16.47,41.9
"TM404","TateModern","1",0.390040054994574,-0.149778760767713,3.14078070964521,2.78901124439323,2.82801610765711,9.91374350838632,9.75,1.37,0.0263,0.471,0.00844,0.179,51.89,4.44,13.51,40.98
"TM405","TateModern","1",0.315163632714631,0.0317033063643095,3.09239641875532,2.92492240817084,2.65950484634528,16.0367053891429,15.8,1.31,0.0311,0.391,0.00517,0.0778,58.05,12.16,9.83,44.28
"TM406","TateModern","1",0.312329863781507,0.0140071318890441,3.00909944767078,2.92140324713466,2.69857610616779,15.9298897554365,15.7,1.3,0.0298,0.324,0.00582,0.101,57.99,12.58,9.66999999999999,43.75
"TM407","TateModern","1",0.362561908895269,-0.0373391114268702,3.11583081732713,2.81149194263326,2.73259811485444,12.5854012173005,12.4,1.39,0.0279,0.365,0.00509,0.153,54.95,6.42,11.52,43.39
"TM408","TateModern","1",0.395132803159804,-0.109759821613285,2.9932671792547,2.83068530681451,2.86128999721278,9.13035721140525,8.98,1.15,0.0278,0.337,0.0045,0.141,52.13,5.18,10.28,39.74
"TM409","TateModern","1",0.425591865698772,-0.260832726465375,2.84737016112457,2.85317256202721,2.88462615465237,7.10913096345173,6.97,1.18,0.0297,0.372,0.00522,0.0728,48.87,2.46,15.37,37.28
"TM410","TateModern","1",0.414187547834273,-0.18688545366152,2.87240506547786,2.851428436924,2.95254947312186,7.53435469492596,7.41,1.18,0.0259,0.335,0.00403,0.0777,49.85,3.05,11.63,38.24
"TM411","TateModern","1",0.381893098993408,-0.209746583380587,2.82555064661021,2.90728079458055,2.84291054701371,9.91391446631948,9.75,1.21,0.0287,0.345,0.00489,0.0703,52.32,7.12,14.51,38.56
"TM412","TateModern","1",0.391421353713579,-0.189768321949953,3.12037285456696,2.78584498393417,2.99771947021103,9.36639242059692,9.2,1.43,0.0273,0.498,0.00944,0.22,51.63,5.47,12.29,40.06
"TM413","TateModern","1",0.410516978222058,-0.112712162651112,3.29149621090223,2.83006280757552,2.72092167043278,9.72624294770469,9.52,1.27,0.0353,0.63,0.00824,0.0697,53.29,3.05,13.43,41.3
"TM414","TateModern","1",0.403733281607533,-0.209116449632936,3.07055342257792,2.8573041590784,2.8589835743451,8.83602835716537,8.68,1.22,0.0286,0.555,0.00603,0.0835,50.82,4,14.21,38.61
"TM415","TateModern","1",0.41244535521672,-0.180981869533753,2.94472235895872,2.80585037728083,2.70041601595339,8.89680266821386,8.74,1.07,0.03,0.345,0.00397,0.133,52.31,2.32,15.12,38.56
"TM416","TateModern","1",0.406503079871463,-0.206703675285819,2.92152487047534,2.8528664851527,2.90457230339991,8.32116860071456,8.17,1.05,0.0284,0.413,0.00656,0.116,50.87,4.24,12.18,37.17
"TM417","TateModern","1",0.389405074730678,-0.0769936647975719,3.30581334711831,2.8487834896535,2.86988564250324,10.8865222318985,10.6,1.33,0.0368,0.609,0.0245,0.103,54.49,6.44,9.07,42.18
"TM418","TateModern","1",0.386917724893217,-0.0783012119868546,3.33008351890022,2.83123976836639,2.7317206177541,11.9830296323698,11.7,1.2,0.039,0.653,0.0157,0.124,56.06,5.69,11.16,41.51
"TM419","TateModern","1",0.375536233908986,0.0114987601188442,3.50937442992889,2.8090662134794,2.85368878397878,12.1668482994464,11.9,1.51,0.0333,0.691,0.0193,0.126,57.26,6.1,7.69,45.02
"TM420","TateModern","1",0.384776627747759,-0.100312245228436,3.21077618574826,2.84092557527476,2.61987261262801,11.6324609695095,11.4,1.26,0.0336,0.537,0.0115,0.0872,54.58,4.98,14.52,41.95
"TM421","TateModern","1",0.377477317171289,-0.0590096084868591,3.16989743946409,2.85217723629716,2.59512280955679,11.8559606665659,11.6,1.16,0.0323,0.447,0.019,0.0857,56.07,5.88,12.43,42.2
"TM422","TateModern","1",0.373960867488411,-0.0731812767500667,3.19665905490934,2.75582658569206,2.59107706884406,11.783138054388,11.6,1.32,0.0298,0.384,0.00356,0.243,54.22,5.88,14.89,42.79
"TM423","TateModern","1",0.375256234180602,-0.0138997308733771,3.21401687533967,2.65300737731036,2.46382266524215,14.2398044580909,14,1.18,0.0357,0.315,0.0029,0.345,57.66,3.04,14.14,43.26
"TM425","TateModern","1",0.402368360450341,-0.170703530099361,2.99260562051372,2.75898986500475,2.71438648185108,9.53399481513004,9.36,1.05,0.0315,0.326,0.0049,0.251,52.73,4,14.33,38.55
"TM426","TateModern","1",0.400150113845756,-0.13875442009287,3.03400143067076,2.83402284961611,2.68002933942392,9.62144166419454,9.46,1.13,0.0293,0.406,0.00413,0.0975,52.54,3.61,14.37,39.84
"TM427","TateModern","1",0.388760638745713,-0.130544193361494,3.02995689492069,2.85515906461292,2.84926439944715,9.61516263108215,9.46,1.15,0.0286,0.425,0.00331,0.123,53.6,6.03,11.29,39.4
