"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","Human","Traffic","Natural","PA","N5","S","R","I","FS","T","LAeq","LA10_LA90","LC_LA","RA"
"RF342","RegentsParkFields","1",0.424364014237134,-0.115848075075796,NA,NA,NA,8.0415366692625,7.87,1.36,0.0261,0.455,0.0179,0.148,49.8,6.16999999999999,17.66,12.2
"RF343","RegentsParkFields","1",0.593037023797926,-0.0571060091043055,NA,NA,NA,8.10050783639196,7.93,1.3,0.0243,0.457,0.02,0.184,49.82,8.01000000000001,12.1,10.6
"RF344","RegentsParkFields","1",0.730086241696071,0.032389087644957,NA,NA,NA,9.9857065090897,9.81,1.45,0.0232,0.453,0.0164,0.229,52.45,11.18,5.94,9.44
"RP301","RegentsParkJapan","1",0.743782782904745,-0.124588984670717,NA,NA,NA,7.64652582902469,7.52,1.76,0.0212,0.477,0.0107,0.147,48.91,5.86,8.47000000000001,9.25
"RP302","RegentsParkJapan","1",0.7379187496896,-0.0443140391653757,NA,NA,NA,9.49016168534216,9.15,1.85,0.0227,0.583,0.0183,0.249,52.39,7.05,6.97,9.83
"RP303","RegentsParkJapan","1",0.799731307047943,-0.057704063358773,NA,NA,NA,9.70886180100327,9.23,1.9,0.0222,0.624,0.0206,0.175,52.5,9.33,5.14,9.79
"RP304","RegentsParkJapan","1",0.782530421678916,-0.147985656151397,NA,NA,NA,9.17516677646634,8.49,2,0.0203,0.484,0.0116,0.105,49.92,8.63,7.25,9.07
"RP305","RegentsParkJapan","1",0.43435028315297,-0.226772144205818,NA,NA,NA,12.0123756134556,10.7,2.12,0.0234,0.343,0.00939,0.0544,52.06,3.39,19.42,12.5
"RP306","RegentsParkJapan","1",0.552384418742871,-0.134126769236741,NA,NA,NA,16.8054597198544,12.9,2.64,0.0207,0.298,0.00274,0.0552,56.76,1.06,9.02,10.1
"RP307","RegentsParkJapan","1",0.563751977791214,-0.0917268063921696,NA,NA,NA,20.7772740429966,15.3,2.77,0.0225,0.307,0.0067,0.0527,59.44,2.19,6.82000000000001,9.94
"RP308","RegentsParkJapan","1",0.540869811462973,-0.0349293720825496,NA,NA,NA,24.1471762253608,17.1,2.9,0.0234,0.291,0.00282,0.103,61.86,0.560000000000002,5.09,10
"RP309","RegentsParkJapan","1",0.521121275830161,0.0196846464105373,NA,NA,NA,34.1716902572211,22,3.22,0.0273,0.323,0.00379,0.0841,66.41,0.600000000000009,1.93000000000001,10.6
"RP310","RegentsParkJapan","1",0.45440836502971,0.0190881581827988,NA,NA,NA,51.6817845252373,28.8,3.75,0.0318,0.335,0.00505,0.0837,70.54,0.579999999999998,0.61999999999999,10.6
"RP311","RegentsParkJapan","1",0.443944211360555,0.0240769061537603,NA,NA,NA,51.1879332876465,28.9,3.69,0.0307,0.335,0.00384,0.0752,70.46,0.469999999999999,1.08000000000001,10.7
"RP312","RegentsParkJapan","1",0.508360541045742,0.0588228925648341,NA,NA,NA,28.4557791129641,20.9,2.72,0.0284,0.296,0.00456,0.123,64.49,1.05,4.23,10.2
"RP313","RegentsParkJapan","1",0.498157578553843,0.0518517054804784,NA,NA,NA,15.8553304284976,14.9,1.93,0.0257,0.261,0.00464,0.255,58.36,2.75,11.07,11.3
"RP314","RegentsParkJapan","1",0.346238157486282,-0.110529663119819,NA,NA,NA,14.0261942515595,13.6,1.83,0.0262,0.326,0.0099,0.0841,55.51,3.37,20.85,14
"RP315","RegentsParkJapan","1",0.340524543828283,-0.166259437378826,NA,NA,NA,15.1336037275375,13.5,2.1,0.0262,0.322,0.0121,0.063,55.52,3,20.95,15.2
"RP316","RegentsParkJapan","1",0.449855113744668,-0.129440381304257,NA,NA,NA,16.5584343913074,13.5,2.41,0.0226,0.329,0.00547,0.0245,57.22,0.880000000000003,13.48,12.9
"RP317","RegentsParkJapan","1",0.404852522760886,0.101474811729749,NA,NA,NA,54.0803994990736,32,3.45,0.0373,0.376,0.00585,0.0242,72.81,0.599999999999994,0.730000000000004,11.9
"RP318","RegentsParkJapan","1",0.448764569849682,0.0161393805101059,NA,NA,NA,46.2896918535935,27.3,3.52,0.0328,0.355,0.00452,0.0219,69.58,0.510000000000005,1.89,12.2
"RP319","RegentsParkJapan","1",0.491659491864661,0.033513595292974,NA,NA,NA,43.4023202667704,26,3.47,0.0315,0.353,0.00396,0.0224,69.38,0.490000000000009,0.329999999999998,10.8
"RP320","RegentsParkJapan","1",0.504126183335193,-0.0568742411801173,NA,NA,NA,31.71274142668,20.2,3.29,0.0267,0.339,0.00729,0.031,64.92,0.5,4.13,12
"RP321","RegentsParkJapan","1",0.563773639347962,-0.0738024297050961,NA,NA,NA,23.2103016201,16.2,2.97,0.0243,0.331,0.00372,0.0462,61.14,0.670000000000002,4.73,11
"RP322","RegentsParkJapan","1",0.635440453739414,-0.11163078149319,NA,NA,NA,14.7761651656336,11.6,2.57,0.0216,0.304,0.00295,0.0241,56.29,0.589999999999996,5.39,9.39
"RP323","RegentsParkJapan","1",0.594614419792387,-0.189739523010546,NA,NA,NA,10.7818204683801,9.09,2.33,0.0199,0.31,0.00405,0.0316,52.26,0.640000000000001,10.47,10
"RP324","RegentsParkJapan","1",0.64320848515803,-0.198508694575404,NA,NA,NA,9.79955940143314,8.39,2.28,0.0195,0.309,0.00366,0.109,50.15,0.900000000000006,9.63,8.29
"RP325","RegentsParkJapan","1",0.629930377304786,-0.172583004313908,NA,NA,NA,9.08193996059241,8.22,2.08,0.02,0.333,0.00577,0.104,50.47,2.64,11.14,8.96
"RP326","RegentsParkJapan","1",0.682320326505129,-0.207910770990722,NA,NA,NA,8.6344326844888,7.55,2.21,0.0178,0.347,0.00538,0.0942,49.34,2.85,9.54,8.76
"RP327","RegentsParkJapan","1",0.733246291149177,-0.185341392884202,NA,NA,NA,9.68336803500235,8.38,2.24,0.0181,0.437,0.011,0.122,50.17,5.78,7.96,9.22
"RP328","RegentsParkJapan","1",0.703514818417991,-0.212375431324951,NA,NA,NA,8.41437751391753,7.46,2.16,0.0179,0.349,0.00546,0.091,48.55,3,9.05,8.75
"RP329","RegentsParkJapan","1",0.642349118002098,-0.171739712766379,NA,NA,NA,10.2242704551228,8.84,2.24,0.0181,0.292,0.0033,0.118,50.92,1.48999999999999,9.43,8.79
"RP330","RegentsParkJapan","1",0.661374323552096,-0.108346497060484,NA,NA,NA,16.2674899803776,12.2,2.74,0.0207,0.32,0.00297,0.0774,56.76,1.14,3.97,9.41
"RP331","RegentsParkJapan","1",0.565134765404483,-0.0833346761568968,NA,NA,NA,23.0203998476989,16,2.99,0.0232,0.316,0.00279,0.0295,60.98,0.530000000000001,4.74,10.8
"RP332","RegentsParkJapan","1",0.377635181169181,-0.076579453085902,NA,NA,NA,31.9742230064857,21.3,3.09,0.0267,0.352,0.00442,0.0265,64.4,0.660000000000011,10.32,12.9
"RP333","RegentsParkJapan","1",0.501417181773064,0.0180735669101716,NA,NA,NA,41.9872946109021,25,3.51,0.03,0.364,0.00389,0.029,68.93,0.530000000000001,0.459999999999994,11
"RP334","RegentsParkJapan","1",0.616153376447777,-0.0983399662307217,NA,NA,NA,18.597150233799,13.6,2.82,0.0231,0.313,0.00318,0.0209,58.76,0.670000000000002,4.35,9.98
"RP335","RegentsParkJapan","1",0.581724918761152,-0.14975409581765,NA,NA,NA,16.3405391568446,12.4,2.69,0.0227,0.465,0.0206,0.0915,57.5,5.51,9.84999999999999,11.9
"RS401","RussellSq","1",0.365118562639491,-0.0336253616645727,NA,NA,NA,8.61753744219486,8.49,1.34,0.0247,0.385,0.00348,0.0662,51.22,5.13,11.09,9.6
"RS402","RussellSq","1",0.40792470776222,0.071839003379141,NA,NA,NA,12.3573556770421,12.2,1.36,0.0251,0.336,0.00258,0.387,54.68,5.85,16.23,10.8
"RS403","RussellSq","1",0.355452028214116,0.239750520435454,NA,NA,NA,28.2047558367112,27.7,1.64,0.0432,0.382,0.0141,0.365,64.72,10.01,11.76,13.6
"RS404","RussellSq","1",0.43090351115015,0.00556668910288012,NA,NA,NA,10.1721440887212,9.99,1.47,0.0242,0.399,0.0162,0.429,52.49,2.88,15.45,10.3
"RS405","RussellSq","1",0.363008587705019,0.204079073410555,NA,NA,NA,19.1740501488002,18.7,1.43,0.0518,0.459,0.0161,0.4,61.35,11.02,13.02,12.6
"RS406","RussellSq","1",0.412841114569081,0.072562767334556,NA,NA,NA,14.9744862638861,14.7,1.6,0.0307,0.421,0.0167,0.377,57.41,6.5,15.07,12.3
"RS407","RussellSq","1",0.44407945593898,-0.0754180447792684,NA,NA,NA,9.85303494050581,9.65,1.54,0.0237,0.424,0.0242,0.305,51.99,2.62,17.85,11.3
"RS408","RussellSq","1",0.458421380360387,0.0445711304967015,NA,NA,NA,13.3916631053618,13.1,1.64,0.0287,0.44,0.0284,0.261,57.21,2.51,11.56,11.3
"RS409","RussellSq","1",0.422304554628235,0.00615843342505158,NA,NA,NA,10.4704967627693,10.3,1.45,0.0261,0.374,0.0091,0.259,53.18,3.25,13.61,10.2
"RS410","RussellSq","1",0.420388228648741,0.0459423794272257,NA,NA,NA,12.7965611254676,12.6,1.33,0.03,0.342,0.00429,0.117,56.06,5.74,15.24,11.9
"RS411","RussellSq","1",0.437602519727761,-0.0232837358042598,NA,NA,NA,10.3505315086602,10.2,1.37,0.0256,0.369,0.00445,0.194,52.96,3.62,17.54,11.4
"RS412","RussellSq","1",0.418694927380613,0.00607336945499501,NA,NA,NA,11.4654135808252,11.3,1.46,0.0271,0.362,0.00363,0.0589,54.74,3.98999999999999,12.26,10.9
"RS413","RussellSq","1",0.401097677473611,0.0304055103226087,NA,NA,NA,11.6701463931822,11.5,1.48,0.0259,0.403,0.00622,0.234,54.55,5.27,13.12,10.7
"RS414","RussellSq","1",0.415087070289713,-0.0589329264315198,NA,NA,NA,9.45287313231961,9.31,1.54,0.0231,0.44,0.00831,0.178,51.31,2.04,12.71,10.3
"RS415","RussellSq","1",0.433950934128581,0.056248245584862,NA,NA,NA,12.8094020024001,12.6,1.49,0.0303,0.377,0.00706,0.148,56.84,4.56,12.76,11.5
"RS416","RussellSq","1",0.422699486831457,0.0567027383675987,NA,NA,NA,12.1298170769528,11.9,1.46,0.0341,0.466,0.00849,0.132,56.16,4.22000000000001,10.81,10.7
"RS417","RussellSq","1",0.455413164889184,-0.00668239402938794,NA,NA,NA,11.5874333923783,11.4,1.4,0.0291,0.473,0.00626,0.1,55.01,3.54,16.87,12.2
"RS418","RussellSq","1",0.438870362435191,0.00465728097574356,NA,NA,NA,12.9040668185043,12.7,1.26,0.0295,0.358,0.00668,0.148,55.21,5.75,20.57,14.2
"RS419","RussellSq","1",0.440845493842332,0.122021890666451,NA,NA,NA,12.4819477680947,12.3,1.27,0.0286,0.32,0.00339,0.384,55.81,3.92,14.47,10.3
"RS420","RussellSq","1",0.342104651951732,-0.00593598675038398,NA,NA,NA,11.3521974045877,11.2,1.54,0.0235,0.39,0.00571,0.276,52.57,7.36,12.64,10.3
"RS421","RussellSq","1",0.386144843463909,0.106134639706695,NA,NA,NA,13.2999800634244,13.1,1.48,0.028,0.336,0.00699,0.355,56.43,6.84,11.83,11.3
"RS422","RussellSq","1",0.394202924205946,0.0624209985296035,NA,NA,NA,13.5988258079616,13.4,1.41,0.0269,0.406,0.0077,0.0886,56.83,6.51000000000001,11.78,11.6
"RS423","RussellSq","1",0.410890509616102,0.0175508036530605,NA,NA,NA,11.1622866531811,11,1.46,0.0272,0.339,0.00335,0.128,54.61,4.69,12.62,10.3
"RS424","RussellSq","1",0.344613949994586,0.00824157467571615,NA,NA,NA,10.1434074389197,10,1.42,0.0254,0.32,0.00321,0.0661,53.61,7.77,10.17,9.75
"RS425","RussellSq","1",0.354772039873569,-0.0498719323816179,NA,NA,NA,7.95711591924443,7.84,1.37,0.0232,0.364,0.00424,0.07,50.24,4.72000000000001,9.9,9.19
"RS426","RussellSq","1",0.323115937385094,0.0610926795408091,NA,NA,NA,12.5857961921988,12.4,1.4,0.0278,0.366,0.00534,0.0521,55.65,9.33000000000001,8.3,10.2
"RS427","RussellSq","1",0.395793608103226,-0.0025142532105671,NA,NA,NA,11.3679893716164,11.2,1.6,0.0263,0.404,0.00576,0.0877,54.74,4.98,10.69,10.8
"RS428","RussellSq","1",0.400563027240787,0.0542579256011289,NA,NA,NA,13.0926419619405,12.9,1.54,0.0291,0.362,0.00398,0.105,56.78,5.91,10.91,10.9
"RS429","RussellSq","1",0.404201399562135,-0.0324706544399474,NA,NA,NA,8.30385616739431,8.17,1.38,0.0254,0.351,0.00543,0.108,51.47,3.06,11.65,9.65
"RS430","RussellSq","1",0.306702347901437,-0.0105948520643251,NA,NA,NA,11.0597547649841,10.9,1.52,0.0251,0.465,0.00605,0.142,52.98,9.49,10.54,10
"RS431","RussellSq","1",0.344886041941246,-0.0272411706613703,NA,NA,NA,11.1577654168637,11,1.63,0.0248,0.488,0.00572,0.137,53.24,7.17,10.8,10.7
"RS432","RussellSq","1",0.381047105332607,0.0599569186821003,NA,NA,NA,14.3156170948002,14.1,1.67,0.0283,0.375,0.00809,0.174,57.79,7.82,11.3,11.5
"RS433","RussellSq","1",0.339782527697304,-0.00554428008496577,NA,NA,NA,9.84400870114745,9.69,1.47,0.0249,0.454,0.00786,0.135,52.89,7.58,10.24,10.4
"RS434","RussellSq","1",0.411687414616826,0.107280214387153,NA,NA,NA,12.8032208349326,12.6,1.48,0.0303,0.389,0.00551,0.0725,58.4,5.82,8.34,10.9
"RS435","RussellSq","1",0.363326423308436,-0.0480490568039584,NA,NA,NA,8.99112005252561,8.82,1.43,0.0265,0.457,0.0134,0.0849,51.68,5.49,10.96,10.1
"RS436","RussellSq","1",0.380130476522554,0.0995248336705832,NA,NA,NA,15.2355941483386,15,1.53,0.0328,0.398,0.00401,0.0798,58.43,7.06,8.79,10.8
"RS437","RussellSq","1",0.348981930955546,-0.0826180462546473,NA,NA,NA,8.27471475407716,8.13,1.48,0.0226,0.509,0.0133,0.182,50.06,6.09999999999999,13.1,11
"RS438","RussellSq","1",0.418548625577693,0.108853458937999,NA,NA,NA,15.2234181681106,15,1.53,0.0305,0.314,0.00471,0.154,58.45,4.85,9.81999999999999,10.7
"RS439","RussellSq","1",0.388816279401911,-0.0128827499543842,NA,NA,NA,11.3806601028089,11.2,1.42,0.0262,0.393,0.00932,0.104,53.62,5.34,13.08,10.9
"RS440","RussellSq","1",0.306764076314003,0.0585907053802313,NA,NA,NA,13.6197221727942,13.4,1.54,0.0274,0.371,0.012,0.141,56.66,11.53,9.71000000000001,11.2
"SM401","SanMarco","1",0.398981865087033,-0.0580506571975745,NA,NA,NA,6.29128816644561,6.17,0.92,0.0272,0.323,0.00588,0.14,48.05,2.11,17.39,10.6
"SM402","SanMarco","1",0.355908365058556,0.0147675632588119,NA,NA,NA,7.75153370176301,7.61,0.939,0.0287,0.316,0.00498,0.17,51.16,2.04,16.78,11.3
"SM403","SanMarco","1",0.419413662158704,-0.0580796249615032,NA,NA,NA,7.05110053614596,6.93,1.13,0.0264,0.332,0.00387,0.084,49.09,2.02,13.94,10.2
"SM404","SanMarco","1",0.351318757991414,-0.110417367910853,NA,NA,NA,7.93173988765179,7.79,1.11,0.0266,0.383,0.00753,0.0688,49.38,3.73,20.95,11.8
"SM405","SanMarco","1",0.454314787113131,-0.0778317827321324,NA,NA,NA,6.82244013899306,6.7,1.16,0.0255,0.399,0.0066,0.0624,48.86,4.41,14.07,10.2
"SM406","SanMarco","1",0.357968576202587,-0.174905722673199,NA,NA,NA,7.56491816613863,7.44,1.25,0.0244,0.459,0.00637,0.0269,48.27,4.04,22.15,12.3
"SM407","SanMarco","1",0.391083471459775,-0.178261341575255,NA,NA,NA,7.21357465508421,7.1,1.3,0.0223,0.454,0.00673,0.06,47.48,3.98999999999999,20.3,11.5
"SM408","SanMarco","1",0.366882986619004,-0.176422284717867,NA,NA,NA,7.32744436937877,7.2,1.16,0.0244,0.41,0.00811,0.035,47.98,5.56,23.59,12.4
"SM409","SanMarco","1",0.429625650771862,-0.140994035875155,NA,NA,NA,6.17914412506225,6.07,1.09,0.0238,0.385,0.00672,0.0562,46.59,3.26,17.72,10.7
"SM410","SanMarco","1",0.34978932660632,-0.122092037582918,NA,NA,NA,8.72579850165597,8.56,1.22,0.0291,0.488,0.00878,0.106,49.85,5.51,22.16,13.2
"SM411","SanMarco","1",0.379564309118495,-0.0663022884336348,NA,NA,NA,6.89218966235226,6.77,0.975,0.027,0.313,0.00398,0.0685,49.06,2.46,18.01,11.2
"SM412","SanMarco","1",0.370979445688097,0.123265335359382,NA,NA,NA,11.777226399061,11.3,1.19,0.0828,0.322,0.00355,0.377,55.47,7.6,14.99,12
"SM413","SanMarco","1",0.435462938939243,0.111728072055346,NA,NA,NA,14.5324195667361,14.3,1.13,0.0333,0.356,0.00407,0.0877,56.33,11.34,11.01,11
"SM414","SanMarco","1",0.375879060119838,-0.0742487727508203,NA,NA,NA,7.45251471548715,7.32,1.06,0.0277,0.407,0.00448,0.0823,49.29,2.73,18.06,11.2
"SM415","SanMarco","1",0.472099008727135,-0.109586361753361,NA,NA,NA,7.0267269899549,6.89,1.04,0.0239,0.447,0.0134,0.0563,47.44,6.01,15.81,10.6
"SM416","SanMarco","1",0.392393795724617,-0.154803886056522,NA,NA,NA,5.88181242953173,5.78,1.06,0.0237,0.426,0.0052,0.0515,46.43,2.09,19.93,11
"SM417","SanMarco","1",0.456254042547467,-0.08535952665864,NA,NA,NA,6.65242142205275,6.53,1.04,0.0258,0.346,0.00684,0.0833,47.81,4.83,15.63,10.3
"SM418","SanMarco","1",0.474823619274246,0.430182224842571,NA,NA,NA,15.8562808723776,15.5,1.19,0.0398,0.252,0.0192,1.02,61.14,16.05,7.09,11.7
"SM419","SanMarco","1",0.469894888747017,-0.191096168665403,NA,NA,NA,6.05057335717913,5.95,1.17,0.0214,0.343,0.00746,0.0677,44.74,4.5,17.76,10.1
"SM420","SanMarco","1",0.567484801657477,0.374474306825352,NA,NA,NA,12.1270353661155,11.8,1.15,0.049,0.208,0.0118,0.955,57.67,16.28,5.35,9.98
"SM501","SanMarco","1",0.541349353658239,-0.0636145755915294,NA,NA,NA,6.50420608983079,6.39,1.23,0.024,0.351,0.00704,0.0525,47.77,3.83,7.27,7.94
"SM502","SanMarco","1",0.573751998693217,-0.0689971576394049,NA,NA,NA,5.96143397349244,5.85,1.17,0.0236,0.35,0.00888,0.089,46.65,4.84,7.18,7.61
"SM503","SanMarco","1",0.574954669348149,-0.0969643661102354,NA,NA,NA,5.89739668687941,5.73,1.22,0.0349,0.502,0.015,0.0884,46.53,5.70999999999999,8.28,8.63
"SM504","SanMarco","1",0.452777497785558,-0.148121011980532,NA,NA,NA,8.49409410746607,8.36,1.54,0.0236,0.379,0.00761,0.0798,49.4,7.69,16.4,10.8
"SM505","SanMarco","1",0.414748410028812,-0.0716357730956748,NA,NA,NA,6.83363420473089,6.72,1.06,0.0254,0.305,0.00345,0.104,48.58,3.46,16.68,9.38
"SM506","SanMarco","1",0.373270855388421,-0.0405689174531142,NA,NA,NA,7.22883854601141,7.1,1,0.0278,0.419,0.00388,0.172,49.31,2.37,17.98,10.5
"SM507","SanMarco","1",0.457842332884861,-0.142923983528686,NA,NA,NA,5.67026078924071,5.57,1.09,0.0238,0.409,0.00533,0.118,45.49,3.64,17.22,9.11
"SM508","SanMarco","1",0.455053301205336,-0.154303662125948,NA,NA,NA,6.1883295217259,6.07,1.15,0.0245,0.362,0.00924,0.0424,46.52,4.49,17.02,9.56
"SM509","SanMarco","1",0.495146088213402,-0.126747774603159,NA,NA,NA,5.72379704447633,5.62,1.12,0.0228,0.353,0.00805,0.0828,46.08,4.55,14.38,8.7
"SM510","SanMarco","1",0.51468728935855,-0.129029355649333,NA,NA,NA,5.05993665958757,4.97,1.04,0.0228,0.337,0.00521,0.107,44.6,3.8,13.83,7.96
"SM511","SanMarco","1",0.454727783611455,-0.0548499677249756,NA,NA,NA,6.92331301800066,6.8,1.18,0.0254,0.349,0.00667,0.136,48.76,3.13,12.61,7.66
"SM512","SanMarco","1",0.584019584764398,-0.0850318907261758,NA,NA,NA,6.12261334367858,6.01,1.1,0.0241,0.356,0.00788,0.106,46.13,7.85,10.23,8.03
"SM513","SanMarco","1",0.502794396304328,-0.157526021741021,NA,NA,NA,5.50018834811165,5.4,1.19,0.0234,0.385,0.00667,0.0463,45.7,5.11000000000001,14.91,9.7
"SM514","SanMarco","1",0.59984857058525,-0.00185229706242121,NA,NA,NA,6.80422669736953,6.67,1.13,0.0258,0.327,0.0106,0.111,48.94,8.15,5.76000000000001,7.9
"SM515","SanMarco","1",0.483652258801586,-0.107269404480514,NA,NA,NA,6.38470547547061,6.26,0.985,0.026,0.362,0.00858,0.105,47.09,8.32,18.23,10.2
"SM516","SanMarco","1",0.516218817512712,-0.143251523338491,NA,NA,NA,5.49355913273222,5.38,1.02,0.0237,0.381,0.0119,0.111,45.39,7.81,17.21,9.03
"SM517","SanMarco","1",0.522089473043327,-0.145223301997424,NA,NA,NA,5.83892950618459,5.72,1.16,0.0228,0.464,0.0137,0.151,45.79,7.97,16.25,10.1
"SM518","SanMarco","1",0.500695845163721,-0.113947581639249,NA,NA,NA,5.54144771373315,5.43,1.02,0.0243,0.356,0.00986,0.112,46.42,7.03,16.5,9.26
"SM519","SanMarco","1",0.535818694966106,-0.189628277633145,NA,NA,NA,4.33547958832129,4.26,0.956,0.0215,0.358,0.00403,0.0586,42.27,4.88,16.21,8.48
"SM520","SanMarco","1",0.464648848850364,-0.13251258479952,NA,NA,NA,5.68322801695493,5.59,0.903,0.0226,0.337,0.00417,0.168,44.73,5.77,19.9,9.35
"SC201","StPaulsCross","1",0.348845803418001,-0.00416022015820937,NA,NA,NA,9.62630259139244,9.47,1.38,0.0281,0.429,0.00437,0.171,52.39,3.71,12.55,9.6
"SC202","StPaulsCross","1",0.357613353934834,0.00855483927711802,NA,NA,NA,10.16066076672,10,1.33,0.0285,0.512,0.00353,0.113,53.33,3.34,12.87,10.3
"SC203","StPaulsCross","1",0.353734749660092,0.0524689708935377,NA,NA,NA,10.9814869135525,10.8,1.37,0.0291,0.362,0.00627,0.0723,55.3,4.12,9.66,10.5
"SC204","StPaulsCross","1",0.339186838460617,0.0551289716926488,NA,NA,NA,10.5765349295161,10.4,1.38,0.028,0.366,0.00767,0.165,54.34,4.93,9.16999999999999,10.2
"SC205","StPaulsCross","1",0.345470016973949,0.144804650871083,NA,NA,NA,15.5417256810129,15.3,1.43,0.0327,0.333,0.0049,0.189,59.22,5.42,10.51,11.1
"SC206","StPaulsCross","1",0.350811645496931,-0.02854998604729,NA,NA,NA,12.7105861178154,12.5,1.74,0.0305,0.944,0.00731,0.105,55.41,4.11,12.96,13
"SC207","StPaulsCross","1",0.307536033174212,0.0965273963348879,NA,NA,NA,15.7201355200052,15.5,1.52,0.0292,0.352,0.00495,0.132,58.27,8.31,10.46,10.9
"SC208","StPaulsCross","1",0.347471258619271,0.0306652262076948,NA,NA,NA,10.7796066587911,10.6,1.4,0.0276,0.408,0.00856,0.122,53.89,3.56,9.22,10.4
"SC209","StPaulsCross","1",0.334634259198478,0.0712485256361485,NA,NA,NA,13.4174205384994,13.2,1.47,0.0305,0.357,0.00727,0.146,57.03,6.37,11.65,11.5
"SC210","StPaulsCross","1",0.315531176593907,0.044573909059438,NA,NA,NA,13.1876853862946,13,1.48,0.0284,0.356,0.00359,0.108,55.58,6.92,10.52,10.6
"SC211","StPaulsCross","1",0.263023867002118,0.253120801282854,NA,NA,NA,23.5869860043072,23.2,1.4,0.0411,0.319,0.00563,0.33,63.18,12.04,11.82,11.6
"SC212","StPaulsCross","1",0.343549823973265,0.067785010455195,NA,NA,NA,12.5062389153582,12.3,1.38,0.0305,0.359,0.00672,0.0954,56.31,5.25,10.76,11.1
"SC213","StPaulsCross","1",0.309403949300491,0.0581171554713563,NA,NA,NA,16.0142316239059,15.8,1.62,0.0279,0.412,0.00505,0.103,57.41,7.04,9.99000000000001,11.2
"SC214","StPaulsCross","1",0.317237219980633,0.035493315947595,NA,NA,NA,13.1057867525411,12.9,1.52,0.0282,0.383,0.00858,0.0504,55.83,6.61,8.76000000000001,10.7
"SC215","StPaulsCross","1",0.3344586099604,0.0162348435781894,NA,NA,NA,11.461416459518,11.3,1.48,0.0268,0.356,0.00301,0.0561,54.37,4.88,9.49,9.89
"SC216","StPaulsCross","1",0.317442752089482,0.076238335941896,NA,NA,NA,13.1068787812986,12.9,1.49,0.031,0.389,0.00465,0.0486,57.18,7.67,8.34,10.7
"SC217","StPaulsCross","1",0.362656079539651,-0.0493273890299156,NA,NA,NA,8.77204648307068,8.63,1.39,0.0269,0.361,0.00435,0.0659,51.95,2.81,13.8,10.7
"SC218","StPaulsCross","1",0.305640091977506,0.0948703477033322,NA,NA,NA,13.697179348072,13.5,1.44,0.0293,0.322,0.00349,0.0764,57.51,8.9,9.00000000000001,10.1
"SC219","StPaulsCross","1",0.328614422609951,0.0725366424862833,NA,NA,NA,12.9920666153902,12.8,1.46,0.0295,0.33,0.00346,0.09,56.51,6.23,9.24,10.2
"SC220","StPaulsCross","1",0.309552091435806,0.0622497583171971,NA,NA,NA,12.68462996986,12.5,1.38,0.0291,0.353,0.00287,0.0694,55.76,7.89,9.89000000000001,10.6
"SC221","StPaulsCross","1",0.354369681565982,0.00973673277598622,NA,NA,NA,9.6352306432901,9.49,1.33,0.0267,0.324,0.00312,0.0377,53.33,3.44,10.42,9.98
"SC222","StPaulsCross","1",0.290056588899252,0.158888412609557,NA,NA,NA,18.5100243285218,18.2,1.45,0.0388,0.318,0.00415,0.0993,59.64,8.46,6.63,10.7
"SC223","StPaulsCross","1",0.374395761551651,0.0374259438870767,NA,NA,NA,10.5402469965513,10.4,1.64,0.0239,0.301,0.00361,0.273,54.52,1.72,10.12,10.6
"SC224","StPaulsCross","1",0.355343841444276,0.0661112845405817,NA,NA,NA,17.2942516580536,17,1.53,0.0341,0.356,0.0105,0.108,60.15,5.72,17.53,15
"SC225","StPaulsCross","1",0.339515866396671,0.0225703750328842,NA,NA,NA,14.1351798757944,13.9,1.45,0.0307,0.356,0.00955,0.142,56.78,6.53,17.33,14.3
"SC226","StPaulsCross","1",0.364511217543847,-0.00430191942247082,NA,NA,NA,13.0121951644774,12.8,1.41,0.0314,0.318,0.00561,0.0894,55.91,4.28,18.52,14
"SC227","StPaulsCross","1",0.305549529008341,0.116217215965127,NA,NA,NA,17.7831443297745,17.5,1.56,0.0328,0.35,0.0091,0.141,59.73,8.36,10.39,12.3
"SR201","StPaulsRow","1",0.236903678118502,0.158274339487335,NA,NA,NA,15.2209386957733,15,1.44,0.0306,0.342,0.004,0.202,58.51,6.41,7.17000000000001,10.4
"SR202","StPaulsRow","1",0.204781520951016,0.174952932578227,NA,NA,NA,19.1838100475003,18.9,1.6,0.0347,0.314,0.00375,0.196,61.62,7.25000000000001,9.47000000000001,11.1
"SR203","StPaulsRow","1",0.261617920895577,0.198267939139428,NA,NA,NA,11.3856020595497,11.2,1.29,0.0296,0.401,0.00555,0.41,56.8,4.61,7.03,10.3
"SR204","StPaulsRow","1",0.205286139997709,0.203158588243398,NA,NA,NA,19.4853235500389,19.2,1.61,0.0343,0.316,0.00412,0.114,62.72,9.52,5.82000000000001,11.1
"SR205","StPaulsRow","1",0.235524324936286,0.177437969012069,NA,NA,NA,16.5379604821995,16.3,1.42,0.0318,0.302,0.00343,0.109,60.35,9.87,7.21,10.5
"SR206","StPaulsRow","1",0.203301858050418,0.128381297828542,NA,NA,NA,19.0570355338749,17.4,2.01,0.0343,0.624,0.0144,0.151,62.09,5.65,4.09999999999999,12.2
