"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","PA","N5","S","R","I","FS","T","LAeq","LA10_LA90","LC_LA","RA"
"RS440","RussellSq","1",0.495404790889124,0.0295177801947061,13.6197221727942,13.4,1.54,0.0274,0.371,0.012,0.141,56.66,11.53,9.71000000000001,11.2
"SM401","SanMarco","1",0.5699662633036,-0.040120658141996,6.29128816644561,6.17,0.92,0.0272,0.323,0.00588,0.14,48.05,2.11,17.39,10.6
"SM402","SanMarco","1",0.542863744419105,0.0386044919739751,7.75153370176301,7.61,0.939,0.0287,0.316,0.00498,0.17,51.16,2.04,16.78,11.3
"SM403","SanMarco","1",0.5418023379914,-0.0379153761763514,7.05110053614596,6.93,1.13,0.0264,0.332,0.00387,0.084,49.09,2.02,13.94,10.2
"SM404","SanMarco","1",0.558056136572932,-0.0244196163487991,7.93173988765179,7.79,1.11,0.0266,0.383,0.00753,0.0688,49.38,3.73,20.95,11.8
"SM405","SanMarco","1",0.546336641764246,-0.0429201388076489,6.82244013899306,6.7,1.16,0.0255,0.399,0.0066,0.0624,48.86,4.41,14.07,10.2
"SM406","SanMarco","1",0.569090409707542,-0.0637062784658927,7.56491816613863,7.44,1.25,0.0244,0.459,0.00637,0.0269,48.27,4.04,22.15,12.3
"SM407","SanMarco","1",0.566659497412692,-0.0784333253263773,7.21357465508421,7.1,1.3,0.0223,0.454,0.00673,0.06,47.48,3.98999999999999,20.3,11.5
"SM408","SanMarco","1",0.579554506341634,-0.056829127026612,7.32744436937877,7.2,1.16,0.0244,0.41,0.00811,0.035,47.98,5.56,23.59,12.4
"SM409","SanMarco","1",0.572962000602735,-0.0834514049276213,6.17914412506225,6.07,1.09,0.0238,0.385,0.00672,0.0562,46.59,3.26,17.72,10.7
"SM410","SanMarco","1",0.550478509629491,-0.0494647327469668,8.72579850165597,8.56,1.22,0.0291,0.488,0.00878,0.106,49.85,5.51,22.16,13.2
"SM411","SanMarco","1",0.562401926368416,-0.0168291826238128,6.89218966235226,6.77,0.975,0.027,0.313,0.00398,0.0685,49.06,2.46,18.01,11.2
"SM413","SanMarco","1",0.404037308681199,0.138717261093886,14.5324195667361,14.3,1.13,0.0333,0.356,0.00407,0.0877,56.33,11.34,11.01,11
"SM414","SanMarco","1",0.553326173623501,-0.0294575909023738,7.45251471548715,7.32,1.06,0.0277,0.407,0.00448,0.0823,49.29,2.73,18.06,11.2
"SM415","SanMarco","1",0.550899304995877,-0.0476564727873983,7.0267269899549,6.89,1.04,0.0239,0.447,0.0134,0.0563,47.44,6.01,15.81,10.6
"SM416","SanMarco","1",0.587523906134559,-0.0829272961632743,5.88181242953173,5.78,1.06,0.0237,0.426,0.0052,0.0515,46.43,2.09,19.93,11
"SM417","SanMarco","1",0.556090847156699,-0.0549794850445453,6.65242142205275,6.53,1.04,0.0258,0.346,0.00684,0.0833,47.81,4.83,15.63,10.3
"SM419","SanMarco","1",0.575078726641111,-0.130710088239541,6.05057335717913,5.95,1.17,0.0214,0.343,0.00746,0.0677,44.74,4.5,17.76,10.1
"SM501","SanMarco","1",0.521736906177362,-0.0750170871007671,6.50420608983079,6.39,1.23,0.024,0.351,0.00704,0.0525,47.77,3.83,7.27,7.94
"SM502","SanMarco","1",0.530569265650529,-0.0951260814137115,5.96143397349244,5.85,1.17,0.0236,0.35,0.00888,0.089,46.65,4.84,7.18,7.61
"SM503","SanMarco","1",0.538216519560408,-0.206581505439581,5.89739668687941,5.73,1.22,0.0349,0.502,0.015,0.0884,46.53,5.70999999999999,8.28,8.63
"SM504","SanMarco","1",0.528228360698152,-0.0726140737694752,8.49409410746607,8.36,1.54,0.0236,0.379,0.00761,0.0798,49.4,7.69,16.4,10.8
"SM505","SanMarco","1",0.557312913833867,-0.0321595364530588,6.83363420473089,6.72,1.06,0.0254,0.305,0.00345,0.104,48.58,3.46,16.68,9.38
"SM506","SanMarco","1",0.556699703695537,-0.019831054273283,7.22883854601141,7.1,1,0.0278,0.419,0.00388,0.172,49.31,2.37,17.98,10.5
"SM507","SanMarco","1",0.579227226219466,-0.117111006164601,5.67026078924071,5.57,1.09,0.0238,0.409,0.00533,0.118,45.49,3.64,17.22,9.11
"SM508","SanMarco","1",0.57001965314332,-0.10231548307579,6.1883295217259,6.07,1.15,0.0245,0.362,0.00924,0.0424,46.52,4.49,17.02,9.56
"SM509","SanMarco","1",0.565969611391988,-0.0965122336280294,5.72379704447633,5.62,1.12,0.0228,0.353,0.00805,0.0828,46.08,4.55,14.38,8.7
"SM510","SanMarco","1",0.574521038205522,-0.127378559470393,5.05993665958757,4.97,1.04,0.0228,0.337,0.00521,0.107,44.6,3.8,13.83,7.96
"SM511","SanMarco","1",0.538233456372499,-0.0481429241791068,6.92331301800066,6.8,1.18,0.0254,0.349,0.00667,0.136,48.76,3.13,12.61,7.66
"SM512","SanMarco","1",0.541208978924425,-0.101359916735234,6.12261334367858,6.01,1.1,0.0241,0.356,0.00788,0.106,46.13,7.85,10.23,8.03
"SM513","SanMarco","1",0.572017803577252,-0.126114314663632,5.50018834811165,5.4,1.19,0.0234,0.385,0.00667,0.0463,45.7,5.11000000000001,14.91,9.7
"SM514","SanMarco","1",0.510588682701003,-0.0379220137473613,6.80422669736953,6.67,1.13,0.0258,0.327,0.0106,0.111,48.94,8.15,5.76000000000001,7.9
"SM515","SanMarco","1",0.572150822765032,-0.0686546823360377,6.38470547547061,6.26,0.985,0.026,0.362,0.00858,0.105,47.09,8.32,18.23,10.2
"SM516","SanMarco","1",0.582625482840251,-0.10723275465478,5.49355913273222,5.38,1.02,0.0237,0.381,0.0119,0.111,45.39,7.81,17.21,9.03
"SM517","SanMarco","1",0.572657814729238,-0.111627984110215,5.83892950618459,5.72,1.16,0.0228,0.464,0.0137,0.151,45.79,7.97,16.25,10.1
"SM518","SanMarco","1",0.578626638040143,-0.08255921569465,5.54144771373315,5.43,1.02,0.0243,0.356,0.00986,0.112,46.42,7.03,16.5,9.26
"SM519","SanMarco","1",0.596936420297359,-0.170931780823294,4.33547958832129,4.26,0.956,0.0215,0.358,0.00403,0.0586,42.27,4.88,16.21,8.48
"SM520","SanMarco","1",0.59053461987647,-0.0949883488326699,5.68322801695493,5.59,0.903,0.0226,0.337,0.00417,0.168,44.73,5.77,19.9,9.35
"SC201","StPaulsCross","1",0.397890466368805,-0.0515962417004185,9.62630259139244,9.47,1.38,0.0281,0.429,0.00437,0.171,52.39,3.71,12.55,9.6
"SC202","StPaulsCross","1",0.386054655564992,-0.0165633240216005,10.16066076672,10,1.33,0.0285,0.512,0.00353,0.113,53.33,3.34,12.87,10.3
"SC203","StPaulsCross","1",0.40072466288524,0.0316242320772175,10.9814869135525,10.8,1.37,0.0291,0.362,0.00627,0.0723,55.3,4.12,9.66,10.5
"SC204","StPaulsCross","1",0.411810619982279,0.00989203763648432,10.5765349295161,10.4,1.38,0.028,0.366,0.00767,0.165,54.34,4.93,9.16999999999999,10.2
"SC205","StPaulsCross","1",0.316899684067891,0.123263507281686,15.5417256810129,15.3,1.43,0.0327,0.333,0.0049,0.189,59.22,5.42,10.51,11.1
"SC207","StPaulsCross","1",0.313610249299352,0.111103686688605,15.7201355200052,15.5,1.52,0.0292,0.352,0.00495,0.132,58.27,8.31,10.46,10.9
"SC208","StPaulsCross","1",0.407983439675615,-0.00226923493771409,10.7796066587911,10.6,1.4,0.0276,0.408,0.00856,0.122,53.89,3.56,9.22,10.4
"SC209","StPaulsCross","1",0.342613426293935,0.062455871722471,13.4174205384994,13.2,1.47,0.0305,0.357,0.00727,0.146,57.03,6.37,11.65,11.5
"SC210","StPaulsCross","1",0.355532880363037,0.0361123074224864,13.1876853862946,13,1.48,0.0284,0.356,0.00359,0.108,55.58,6.92,10.52,10.6
"SC211","StPaulsCross","1",0.171877426536152,0.206037656303366,23.5869860043072,23.2,1.4,0.0411,0.319,0.00563,0.33,63.18,12.04,11.82,11.6
"SC212","StPaulsCross","1",0.365695402733842,0.0536703828044224,12.5062389153582,12.3,1.38,0.0305,0.359,0.00672,0.0954,56.31,5.25,10.76,11.1
"SC213","StPaulsCross","1",0.312498049281299,0.0810414134854652,16.0142316239059,15.8,1.62,0.0279,0.412,0.00505,0.103,57.41,7.04,9.99000000000001,11.2
"SC214","StPaulsCross","1",0.372909144212609,0.037536067202916,13.1057867525411,12.9,1.52,0.0282,0.383,0.00858,0.0504,55.83,6.61,8.76000000000001,10.7
"SC215","StPaulsCross","1",0.393359775838106,0.00733289211952885,11.461416459518,11.3,1.48,0.0268,0.356,0.00301,0.0561,54.37,4.88,9.49,9.89
"SC216","StPaulsCross","1",0.376602090871412,0.0574215533287269,13.1068787812986,12.9,1.49,0.031,0.389,0.00465,0.0486,57.18,7.67,8.34,10.7
"SC217","StPaulsCross","1",0.401160692389687,-0.0594775193512744,8.77204648307068,8.63,1.39,0.0269,0.361,0.00435,0.0659,51.95,2.81,13.8,10.7
"SC218","StPaulsCross","1",0.360395225150001,0.093453690416543,13.697179348072,13.5,1.44,0.0293,0.322,0.00349,0.0764,57.51,8.9,9.00000000000001,10.1
"SC219","StPaulsCross","1",0.370233427161276,0.0560473618985233,12.9920666153902,12.8,1.46,0.0295,0.33,0.00346,0.09,56.51,6.23,9.24,10.2
"SC220","StPaulsCross","1",0.369586531750103,0.0508378534337486,12.68462996986,12.5,1.38,0.0291,0.353,0.00287,0.0694,55.76,7.89,9.89000000000001,10.6
"SC221","StPaulsCross","1",0.416048216301305,-0.00321039997728802,9.6352306432901,9.49,1.33,0.0267,0.324,0.00312,0.0377,53.33,3.44,10.42,9.98
"SC222","StPaulsCross","1",0.302057596046236,0.0919397778452924,18.5100243285218,18.2,1.45,0.0388,0.318,0.00415,0.0993,59.64,8.46,6.63,10.7
"SC223","StPaulsCross","1",0.40299408927587,0.00415153764094126,10.5402469965513,10.4,1.64,0.0239,0.301,0.00361,0.273,54.52,1.72,10.12,10.6
"SC224","StPaulsCross","1",0.226977589690817,0.127896376698922,17.2942516580536,17,1.53,0.0341,0.356,0.0105,0.108,60.15,5.72,17.53,15
"SC225","StPaulsCross","1",0.281106505968438,0.0603301518552895,14.1351798757944,13.9,1.45,0.0307,0.356,0.00955,0.142,56.78,6.53,17.33,14.3
"SC226","StPaulsCross","1",0.289243388007229,0.0311687152543955,13.0121951644774,12.8,1.41,0.0314,0.318,0.00561,0.0894,55.91,4.28,18.52,14
"SC227","StPaulsCross","1",0.280772512776221,0.123972705454729,17.7831443297745,17.5,1.56,0.0328,0.35,0.0091,0.141,59.73,8.36,10.39,12.3
"SR201","StPaulsRow","1",0.235790802451171,0.0908373302344209,15.2209386957733,15,1.44,0.0306,0.342,0.004,0.202,58.51,6.41,7.17000000000001,10.4
"SR202","StPaulsRow","1",0.195061764667908,0.124978885989263,19.1838100475003,18.9,1.6,0.0347,0.314,0.00375,0.196,61.62,7.25000000000001,9.47000000000001,11.1
"SR203","StPaulsRow","1",0.298962190092431,0.0685111716565547,11.3856020595497,11.2,1.29,0.0296,0.401,0.00555,0.41,56.8,4.61,7.03,10.3
"SR204","StPaulsRow","1",0.149750351397152,0.159119383470773,19.4853235500389,19.2,1.61,0.0343,0.316,0.00412,0.114,62.72,9.52,5.82000000000001,11.1
"SR205","StPaulsRow","1",0.214160220933143,0.140009723599704,16.5379604821995,16.3,1.42,0.0318,0.302,0.00343,0.109,60.35,9.87,7.21,10.5
"SR206","StPaulsRow","1",0.180494447258134,0.0682523550605045,19.0570355338749,17.4,2.01,0.0343,0.624,0.0144,0.151,62.09,5.65,4.09999999999999,12.2
"SR208","StPaulsRow","1",0.269008249176068,0.0932673914206904,14.4373554763085,14.2,1.52,0.0336,0.503,0.005,0.16,60.06,7.52,8.92,12.2
"SR209","StPaulsRow","1",0.278294811309247,0.115026700951099,15.3582728682952,15.1,1.32,0.0335,0.389,0.00785,0.111,59.47,9.52,11.14,12.9
"SR210","StPaulsRow","1",0.326019232175637,0.0980051958708892,12.9138434341955,12.7,1.26,0.0308,0.319,0.00717,0.179,57.88,9.43,11.79,12.1
"SR211","StPaulsRow","1",0.240493167648479,0.134897166175183,16.0882762853881,15.8,1.42,0.0362,0.433,0.00881,0.111,61.54,9.82,8.76,12.6
"SR214","StPaulsRow","1",0.427116721102915,-0.0132050889425131,9.87814925293999,9.71,1.17,0.029,0.353,0.0058,0.0871,53.16,4.76000000000001,16.37,11.6
"SR215","StPaulsRow","1",0.144820759145717,-0.00362759324256667,19.7203603062322,19.3,1.76,0.0463,0.338,0.011,0.213,61.63,16.11,5.35999999999999,11.1
"SR216","StPaulsRow","1",0.390798292042397,-0.0762295284659586,8.83050918673557,8.67,1.25,0.0271,0.401,0.00972,0.0815,50.98,4.19,11.46,10.4
"SR217","StPaulsRow","1",0.337709401060791,-0.0321243599594593,9.29278120136781,9.14,1.38,0.0275,0.361,0.0052,0.427,53.4,3.73,7.38,9.62
"SR218","StPaulsRow","1",0.357229286108983,-0.00989719395029211,9.44820000571126,9.29,1.18,0.029,0.409,0.00413,0.0385,53.37,4.15000000000001,9.38,9.7
"SR219","StPaulsRow","1",0.191524038238435,0.0394920989400594,18.1112410322051,17.7,1.6,0.0338,0.569,0.0334,0.166,58.47,10.32,7.12,11.4
"SR220","StPaulsRow","1",0.236752744152135,0.0650201256251322,15.6777575542269,15.4,1.41,0.0291,0.349,0.0181,0.224,56.94,6.41,7.81,10.7
"SR221","StPaulsRow","1",0.33771934243005,-0.0134747937951369,10.4677405456717,10.3,1.34,0.0288,0.376,0.00427,0.0549,54.1,6.65,9.17,10.1
"SR222","StPaulsRow","1",0.324100854303431,0.0404684260077324,10.9775605139804,10.8,1.28,0.0302,0.298,0.00354,0.101,55.98,8.41999999999999,8.70000000000001,9.86
"SR223","StPaulsRow","1",0.343382820060689,0.0575892063263015,13.4751587727897,13.2,1.35,0.036,0.393,0.0131,0.102,58.57,4.9,14.07,13.7
"SR224","StPaulsRow","1",0.338598717762941,0.00401868856269832,10.7736748936389,10.6,1.42,0.0292,0.294,0.00451,0.212,55.3,4.77,9.71000000000001,10.6
"SR225","StPaulsRow","1",0.317610158456717,0.0124946058538409,11.1792688578854,11,1.41,0.0292,0.299,0.00497,0.199,55.5,3.79,8.42,10
"SR226","StPaulsRow","1",0.101992099592982,0.0379564241654058,21.081232443373,20.6,1.6,0.0495,0.324,0.0156,0.19,62.94,18.57,3.42,10.3
"SR227","StPaulsRow","1",0.125483193098225,-0.0808735538988322,19.8276705217846,19.3,1.69,0.0565,0.332,0.0177,0.223,61.6,12.93,3.46999999999999,10.8
"SR228","StPaulsRow","1",0.130237346051962,-0.000745581493456104,19.2250939281487,18.7,1.68,0.0566,0.367,0.019,0.213,64.39,16.48,2.97,10.9
"SR229","StPaulsRow","1",0.0889760752343274,-0.0522798126852187,25.5916842337902,22.7,2.08,0.0583,0.333,0.0117,0.238,65.11,17.04,2.51000000000001,10.9
"SR230","StPaulsRow","1",0.312576499723134,-0.0148986957634997,11.1410944336545,10.9,1.33,0.0265,0.367,0.0262,0.0786,53.24,6.2,7.73,9.81
"SR231","StPaulsRow","1",0.267120402058824,0.0586196509559767,13.1153723383021,12.9,1.44,0.0279,0.316,0.0114,0.146,56.74,10.15,6.75,9.87
"SR232","StPaulsRow","1",0.186026295277251,0.109287459530534,18.5363071470539,17.2,1.96,0.0303,0.363,0.0228,0.161,62.03,8.33,4.69,10.7
"SR233","StPaulsRow","1",0.119257605445186,0.136200578253037,21.1844951164456,20.7,1.79,0.0299,0.383,0.0248,0.311,61.58,8.21,5.14,11.3
"SR234","StPaulsRow","1",0.349650728553125,-0.0358130813070245,10.1968337396937,10,1.44,0.0258,0.408,0.018,0.134,53.06,6.33,9.75,9.84
"SR235","StPaulsRow","1",0.391710466894374,-0.0309815856162193,9.82504506109471,9.66,1.29,0.0277,0.347,0.00699,0.0746,52.9,4.79,13.08,10.5
"SR236","StPaulsRow","1",0.425128659445289,-0.0641623570988298,8.18803726119257,8.05,1.16,0.0275,0.316,0.00404,0.0974,51.01,3.49,13.64,9.78
"SR237","StPaulsRow","1",0.302638692982851,0.0240960185833972,11.0423097513676,10.8,1.36,0.0285,0.343,0.0239,0.102,55.39,8.57,6.67,10.1
"SR238","StPaulsRow","1",0.342956012799971,-0.00513065906178067,10.7783124554851,10.6,1.31,0.0293,0.344,0.00565,0.0571,54.33,3.73,10.1,10.2
"SR239","StPaulsRow","1",0.311637794767699,-0.00453141168920468,12.3853613108383,12.2,1.29,0.0286,0.301,0.00449,0.0736,53.89,9.71,9.74,9.59
"SR240","StPaulsRow","1",0.308524190322732,0.00358961740143098,12.213894824244,12,1.47,0.035,0.299,0.00273,0.0804,57.24,1.79,9.10999999999999,9.73
"SR241","StPaulsRow","1",0.304634701602293,-0.0258607684222268,11.4219421625005,11.2,1.43,0.0375,0.28,0.00348,0.143,56.79,1.13,7.50000000000001,9.54
"SR242","StPaulsRow","1",0.39180674272832,-0.0668812383389245,7.34994083074102,7.22,1.05,0.0283,0.299,0.00306,0.168,50.54,2.91,9.33,9.03
"SR243","StPaulsRow","1",0.282561600252627,0.0235055038536354,12.5859146846683,12.4,1.37,0.0278,0.421,0.00537,0.067,55.1,7.15,7.41,9.84
"SR244","StPaulsRow","1",0.296552228912268,0.042121665794512,12.5945646349429,12.4,1.23,0.0297,0.361,0.00471,0.0676,55.45,9.34,8.67,10.2
"SR245","StPaulsRow","1",0.353339868884958,-0.0125487204528082,11.8197201274154,11.6,1.34,0.0298,0.489,0.0132,0.0655,54.33,5.89,12.55,11.8
"SR246","StPaulsRow","1",0.275072323986552,0.043303210958136,12.392401833301,12.2,1.29,0.03,0.438,0.00419,0.0505,55.97,7.85,6.41,10.1
"SR247","StPaulsRow","1",0.376890995352413,-0.0129399617399534,9.25802215009607,9.1,1.13,0.0294,0.39,0.00407,0.059,53.09,6.06,10.87,9.73
"SR248","StPaulsRow","1",0.3812987624328,-0.0359842787773935,8.63978490620468,8.49,1.14,0.0287,0.416,0.00455,0.0982,52.19,2.57,10.33,9.97
"TM401","TateModern","1",0.416993988281008,0.139938056800257,14.6443242585269,14.4,1.22,0.0303,0.34,0.0111,0.225,56.82,3.63,10.79,11.1
"TM402","TateModern","1",0.350920180989965,0.273735372304757,18.8058497441068,18.5,1.23,0.0358,0.373,0.00721,0.0893,62.42,14.73,10.33,13
"TM403","TateModern","1",0.374539783508322,0.147460021565724,14.6343871091968,14.4,1.14,0.0319,0.368,0.0064,0.0863,57.07,9.94,16.47,12.4
"TM404","TateModern","1",0.475405262579648,-0.0193192525733669,9.91374350838632,9.75,1.37,0.0263,0.471,0.00844,0.179,51.89,4.44,13.51,11.2
"TM405","TateModern","1",0.400021982121098,0.15967638038312,16.0367053891429,15.8,1.31,0.0311,0.391,0.00517,0.0778,58.05,12.16,9.83,10.7
"TM406","TateModern","1",0.40283634840727,0.170537634064218,15.9298897554365,15.7,1.3,0.0298,0.324,0.00582,0.101,57.99,12.58,9.66999999999999,10.1
"TM407","TateModern","1",0.445061952240662,0.0655714365727033,12.5854012173005,12.4,1.39,0.0279,0.365,0.00509,0.153,54.95,6.42,11.52,11
"TM408","TateModern","1",0.512497437839073,0.00980453096809154,9.13035721140525,8.98,1.15,0.0278,0.337,0.0045,0.141,52.13,5.18,10.28,9.78
"TM409","TateModern","1",0.508907049538597,-0.116988310454754,7.10913096345173,6.97,1.18,0.0297,0.372,0.00522,0.0728,48.87,2.46,15.37,10.1
"TM410","TateModern","1",0.529019767375845,-0.0532256668889956,7.53435469492596,7.41,1.18,0.0259,0.335,0.00403,0.0777,49.85,3.05,11.63,9.46
"TM411","TateModern","1",0.46795724851353,0.000803129147453896,9.91391446631948,9.75,1.21,0.0287,0.345,0.00489,0.0703,52.32,7.12,14.51,10.8
"TM412","TateModern","1",0.493967403575355,-0.0492170005973888,9.36639242059692,9.2,1.43,0.0273,0.498,0.00944,0.22,51.63,5.47,12.29,10.9
"TM413","TateModern","1",0.480529832759866,-0.0406364217045498,9.72624294770469,9.52,1.27,0.0353,0.63,0.00824,0.0697,53.29,3.05,13.43,12
"TM414","TateModern","1",0.488442382357824,-0.049119161964682,8.83602835716537,8.68,1.22,0.0286,0.555,0.00603,0.0835,50.82,4,14.21,11.1
"TM415","TateModern","1",0.48064374268826,0.00887901479465129,8.89680266821386,8.74,1.07,0.03,0.345,0.00397,0.133,52.31,2.32,15.12,11.1
"TM416","TateModern","1",0.51225013026483,-0.0181662086407146,8.32116860071456,8.17,1.05,0.0284,0.413,0.00656,0.116,50.87,4.24,12.18,9.94
"TM417","TateModern","1",0.495583860546459,-0.0237308425831539,10.8865222318985,10.6,1.33,0.0368,0.609,0.0245,0.103,54.49,6.44,9.07,11.4
"TM418","TateModern","1",0.461091942097927,0.0314675477068905,11.9830296323698,11.7,1.2,0.039,0.653,0.0157,0.124,56.06,5.69,11.16,12.3
"TM419","TateModern","1",0.483291512778981,0.0613367779974975,12.1668482994464,11.9,1.51,0.0333,0.691,0.0193,0.126,57.26,6.1,7.69,12.3
"TM420","TateModern","1",0.440512884658711,0.023332909866436,11.6324609695095,11.4,1.26,0.0336,0.537,0.0115,0.0872,54.58,4.98,14.52,12.5
"TM421","TateModern","1",0.452974748203163,0.0968297731909372,11.8559606665659,11.6,1.16,0.0323,0.447,0.019,0.0857,56.07,5.88,12.43,12.2
"TM422","TateModern","1",0.433648915689361,0.0361968192501513,11.783138054388,11.6,1.32,0.0298,0.384,0.00356,0.243,54.22,5.88,14.89,10.9
"TM423","TateModern","1",0.398836193982435,0.122019666639437,14.2398044580909,14,1.18,0.0357,0.315,0.0029,0.345,57.66,3.04,14.14,11.3
"TM425","TateModern","1",0.476127722077509,0.0148438041043107,9.53399481513004,9.36,1.05,0.0315,0.326,0.0049,0.251,52.73,4,14.33,9.81
"TM426","TateModern","1",0.47394197050128,0.014708953503685,9.62144166419454,9.46,1.13,0.0293,0.406,0.00413,0.0975,52.54,3.61,14.37,10.8
"TM427","TateModern","1",0.496803022310658,0.0478159292198538,9.61516263108215,9.46,1.15,0.0286,0.425,0.00331,0.123,53.6,6.03,11.29,10.3
"TM428","TateModern","1",0.494413496780461,-0.00800365070705868,9.07827857144055,8.92,1.15,0.0268,0.378,0.00863,0.108,51.22,6.03,12.86,10.2
"TM429","TateModern","1",0.468742798496658,0.0207402964102667,10.2646960205207,10.1,1.14,0.0281,0.43,0.00501,0.159,52.33,6.85,13.6,10.9
"TM430","TateModern","1",0.48451632824378,0.0274538881096894,9.82681315816454,9.66,1.06,0.0296,0.444,0.00466,0.111,52.6,5.89,12.5,10.6
"TM431","TateModern","1",0.466846899016314,0.0996145329841161,11.8189611632447,11.6,1.13,0.0298,0.342,0.013,0.114,55.23,10.38,10.5,10.7
"TM432","TateModern","1",0.436898151566059,0.0808246796635363,12.4091426311568,12.2,1.21,0.0305,0.46,0.00772,0.153,55.18,8.46,13.12,11.6
"TM433","TateModern","1",0.472430926187814,0.0346963993461105,10.7953887491052,10.6,1.24,0.0291,0.464,0.0107,0.0771,53.64,7.83,12.01,10.9
"TM434","TateModern","1",0.442053297853906,0.0416434534577713,11.7036698005809,11.5,1.33,0.0279,0.448,0.0121,0.106,53.91,6.85,14.03,11.7
"TM435","TateModern","1",0.450426881228759,0.0655989791618387,14.1965127570718,13.9,1.73,0.0288,0.678,0.0269,0.121,57.04,8.11,7.55,12.5
"TM436","TateModern","1",0.394668104535697,0.103864328652081,16.3138866530273,16,1.7,0.0318,0.623,0.0205,0.0767,58.7,8.53,10.23,13
"TM437","TateModern","1",0.447353641510967,0.02291720464197,11.5095686965739,11.3,1.33,0.029,0.618,0.0126,0.076,53.63,6.43,13.79,11.8
"TM438","TateModern","1",0.416682132985997,0.0625690315265306,12.1068122488272,11.9,1.1,0.0305,0.458,0.00792,0.105,53.92,7.70999999999999,16.52,12.6
"TM439","TateModern","1",0.474309660249889,0.0339620624091553,11.0915960465176,10.9,1.27,0.0303,0.535,0.00696,0.146,54.11,7.08,11.06,10.7
"TM440","TateModern","1",0.438073854433694,0.0700860611222889,11.8015808837359,11.6,1.28,0.0291,0.409,0.00947,0.117,54.93,5.38,14.33,12.3
"TM441","TateModern","1",0.468238256267183,0.0650055214587091,12.2286889257941,12,1.44,0.0293,0.426,0.0151,0.133,55.73,5.57,9.41,11.3
"TM442","TateModern","1",0.413355657277896,0.0994941691679788,13.0699238432596,12.8,1.31,0.0317,0.492,0.0195,0.126,56.69,6.34999999999999,15.01,13.9
"TS501","TorringtonSq","1",0.0491922406388545,0.188192150301471,25.8105027868331,24.2,1.92,0.0323,0.342,0.00633,0.24,62.88,11.4,10.03,12.2
"TS502","TorringtonSq","1",0.288529882132888,0.167420033329359,9.19425356200212,9.02,1.2,0.0324,0.351,0.0048,0.181,52.59,6.05,9.37,9.37
"TS503","TorringtonSq","1",0.229702376875636,0.154576034911256,12.8454521662108,12.6,1.41,0.0373,0.376,0.0056,0.179,56.06,6.5,10.12,10.9
"TS504","TorringtonSq","1",0.105776091639223,0.167740265668033,20.8700601484133,20.3,1.81,0.0347,0.408,0.0136,0.171,60.69,8.71,11.85,12
"TS505","TorringtonSq","1",0.24085492927301,0.144946163522571,13.8663547883661,13.6,1.61,0.0324,0.493,0.0152,0.12,55.8,5.51,23.1,15.3
"TS506","TorringtonSq","1",0.171286545494833,0.246054461868535,17.5350166034,17.2,1.34,0.0332,0.446,0.0199,0.0983,59,11.87,19.05,14
"TS508","TorringtonSq","1",0.0689243638149304,0.12666519736564,22.993500656957,22.5,1.47,0.0521,0.551,0.00924,0.211,63.08,14.19,12.75,13.6
"TS509","TorringtonSq","1",0.25534048997424,0.230002774620417,11.0864414877389,10.9,1.11,0.0314,0.385,0.0039,0.0548,54.48,10.06,8.86000000000001,9.74
"TS510","TorringtonSq","1",0.288753086328797,0.176906432571305,11.1016127068392,10.9,1.24,0.0267,0.479,0.0151,0.0329,52.03,8.38,24.24,13.2
"TS511","TorringtonSq","1",0.315248638232319,0.156711561001031,9.09331528576651,8.93,1.24,0.0265,0.464,0.0106,0.0562,50.65,4.43,21.1,11.4
"TS512","TorringtonSq","1",0.169212411280362,0.250941162972246,15.8521739980165,15.6,1.36,0.0318,0.463,0.00793,0.0521,58.35,14.7,5.9,10.2
"TS513","TorringtonSq","1",0.327247769613035,0.121469081296418,8.40021766005014,8.26,1.32,0.0257,0.533,0.00675,0.047,49.47,3.93,21.48,12.3
"TS514","TorringtonSq","1",0.189310274264369,0.218134551980799,15.0398093748157,14.8,1.42,0.0334,0.385,0.0045,0.109,57.82,10.48,8.93,11.1
"TS515","TorringtonSq","1",0.214377236573879,0.180796926525516,13.8971238062895,13.7,1.57,0.0278,0.391,0.00531,0.051,55.41,10.66,12.07,10.6
"TS516","TorringtonSq","1",0.0732492006149963,0.180484939243505,21.9109007841685,21.6,1.61,0.0344,0.439,0.00482,0.0726,60.12,12.16,8.76,11.5
"TS517","TorringtonSq","1",0.00607372426343959,0.254296689650133,25.955481731223,25.6,1.77,0.0277,0.328,0.00677,0.0975,62.89,19.15,9.15000000000001,11.9
"TS518","TorringtonSq","1",0.263226563936966,0.182159925344355,12.7333672018007,12.5,1.45,0.0268,0.407,0.0186,0.0948,54.05,6.21,24.93,14.3
"TS519","TorringtonSq","1",0.0613185471940383,0.250588736390799,22.5143735012629,22.2,1.55,0.0338,0.399,0.00542,0.133,62.18,12.67,7.98,11.8
"TS520","TorringtonSq","1",0.284508740452721,0.176731324743417,9.33361073877393,9.18,1.57,0.0277,0.414,0.00503,0.119,53.83,1.15,8.91,10.2
"TS521","TorringtonSq","1",0.269875656733527,0.195435174423211,11.0899875317214,10.9,1.33,0.0314,0.332,0.00487,0.0841,54.65,4.96,15.57,11.6
