"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","Human","Traffic","Natural","N5","S","R","I","FS","LAeq","LA10_LA90","LCeq_LAeq","SIL3"
"RF332","RegentsParkFields","1",0.417265440018373,-0.104462117800403,3.16612688881346,2.75662593423072,3.24542309394525,7.49,1.28,0.0292,0.464,0.0125,48.3,4.59,10,37.2
"RF333","RegentsParkFields","1",0.558994453233552,-0.106229526455917,3.02845207051077,2.39163363984096,3.36921846376374,8.17,1.55,0.0231,0.531,0.0292,49,7.01000000000001,8.34,39.59
"RF334","RegentsParkFields","1",0.49496741066829,-0.0969422065592639,3.10648265508083,2.27210589793885,3.06832654954871,8.81,1.38,0.0247,0.409,0.0195,48.95,5.64,14.53,38.42
"RF335","RegentsParkFields","1",0.441371283368214,-0.129334485532275,3.20250587238027,2.2698871064015,2.99284498217118,6.18,1.26,0.0241,0.53,0.0114,47.81,2.65000000000001,18.56,36.01
"RF336","RegentsParkFields","1",0.454233579803411,-0.137594383078832,3.00266584865401,2.69092497888862,3.41316207728238,7.92,1.65,0.0263,0.447,0.0072,49.65,4.67,9.77,39.5
"RF337","RegentsParkFields","1",0.437657490287854,-0.163194668391257,3.29109741397625,2.29000584632801,3.09311970506489,5.48,1.16,0.0229,0.365,0.0058,45.7,1.74,18.33,33.67
"RF338","RegentsParkFields","1",0.451411660136286,-0.164654203522252,3.20812432070951,2.49924949167032,3.31778538645153,5.99,1.32,0.0236,0.534,0.00875,46.44,2.72,13.28,35.14
"RF339","RegentsParkFields","1",0.540730545537061,-0.100687377242131,3.10777494561044,1.78763543682056,2.754057383945,9.89,1.38,0.0256,0.492,0.0157,50.54,8.04000000000001,22.85,38.37
"RF340","RegentsParkFields","1",0.45091043474095,-0.095540888000904,3.17785693826519,1.9228179162437,2.63806508092399,10.8,1.23,0.03,0.655,0.0111,52.96,7.15,24.5,37.29
"RF341","RegentsParkFields","1",0.420297730105518,-0.14021294166712,3.28195596621652,2.49426428542165,3.17421074456221,5.87,1.13,0.0244,0.382,0.00511,46.79,1.94,14.1,34.35
"RF342","RegentsParkFields","1",0.498684253424563,-0.0956653686060027,3.11443124699615,2.16206022361645,2.93734942093323,7.87,1.36,0.0261,0.455,0.0179,49.8,6.16999999999999,17.66,38.33
"RF343","RegentsParkFields","1",0.572718725802003,-0.0640386922616887,3.11398196078536,2.13813255346502,3.04260890130536,7.93,1.3,0.0243,0.457,0.02,49.82,8.01000000000001,12.1,39
"RF344","RegentsParkFields","1",0.659683336518298,-0.0559012042388526,3.02296486155088,2.09555945593576,3.26770672580436,9.81,1.45,0.0232,0.453,0.0164,52.45,11.18,5.94,40.89
"RP301","RegentsParkJapan","1",0.706478012542047,-0.125018238781741,2.93740065096718,1.83444562623891,3.92774210396776,7.52,1.76,0.0212,0.477,0.0107,48.91,5.86,8.47000000000001,38.54
"RP302","RegentsParkJapan","1",0.692771135787102,-0.0759987046496027,2.89737536865327,1.76920155600277,3.84740047399825,9.15,1.85,0.0227,0.583,0.0183,52.39,7.05,6.97,41.58
"RP303","RegentsParkJapan","1",0.709408599608452,-0.0630300630826759,2.8783788490691,1.69391722645622,3.89321183541086,9.23,1.9,0.0222,0.624,0.0206,52.5,9.33,5.14,42.6
"RP304","RegentsParkJapan","1",0.721310781864446,-0.125399194910696,2.85869415532932,1.80662230256509,4.05989942409866,8.49,2,0.0203,0.484,0.0116,49.92,8.63,7.25,40.86
"RP305","RegentsParkJapan","1",0.653190261496154,-0.0816368036875071,2.81067108255878,2.31298006973828,3.49719414308504,10.7,2.12,0.0234,0.343,0.00939,52.06,3.39,19.42,43.81
"RP306","RegentsParkJapan","1",0.63556226340166,-0.0501273063641506,2.63382767617009,1.98602664576764,3.97820677694368,12.9,2.64,0.0207,0.298,0.00274,56.76,1.06,9.02,50.14
"RP307","RegentsParkJapan","1",0.613660194264027,-0.0206155763998267,2.58483389041665,1.93778190575227,4.00590621825455,15.3,2.77,0.0225,0.307,0.0067,59.44,2.19,6.82000000000001,52.71
"RP308","RegentsParkJapan","1",0.583916528616345,0.00629294892370004,2.53680880018853,1.90634124712843,4.03127839672626,17.1,2.9,0.0234,0.291,0.00282,61.86,0.560000000000002,5.09,55.08
"RP309","RegentsParkJapan","1",0.52351510348463,0.0404284879722037,2.42452086493772,1.91203358620359,4.14747161992996,22,3.22,0.0273,0.323,0.00379,66.41,0.600000000000009,1.93000000000001,59.69
"RP310","RegentsParkJapan","1",0.444223564419289,0.015408993501446,2.25498909230761,2.07244922181261,4.45549162702938,28.8,3.75,0.0318,0.335,0.00505,70.54,0.579999999999998,0.61999999999999,63.93
"RP311","RegentsParkJapan","1",0.448765583663995,0.0306850527020278,2.27175962964111,2.04053237693664,4.36958395414151,28.9,3.69,0.0307,0.335,0.00384,70.46,0.469999999999999,1.08000000000001,63.95
"RP312","RegentsParkJapan","1",0.529145847109407,0.09601775326229,2.57777250036972,1.89188093229781,3.70822689796477,20.9,2.72,0.0284,0.296,0.00456,64.49,1.05,4.23,57.07
"RP313","RegentsParkJapan","1",0.60284997662384,0.123180088003461,2.83231132446743,1.90614893441982,3.09192510291718,14.9,1.93,0.0257,0.261,0.00464,58.36,2.75,11.07,50.37
"RP314","RegentsParkJapan","1",0.614461875460693,0.0441361132168749,2.88057253620413,2.26233968715075,2.93211297897958,13.6,1.83,0.0262,0.326,0.0099,55.51,3.37,20.85,46.21
"RP315","RegentsParkJapan","1",0.61290439271384,-0.00318531953515315,2.80123033610208,2.35659933461352,3.17312283177628,13.5,2.1,0.0262,0.322,0.0121,55.52,3,20.95,46.92
"RP316","RegentsParkJapan","1",0.619172519235131,0.000102454798371648,2.69916415610096,2.09697261202831,3.5627164956768,13.5,2.41,0.0226,0.329,0.00547,57.22,0.880000000000003,13.48,50
"RP317","RegentsParkJapan","1",0.388513910372252,0.134499957400257,2.32968760626087,2.07497125444104,3.96184201732393,32,3.45,0.0373,0.376,0.00585,72.81,0.599999999999994,0.730000000000004,65.92
"RP318","RegentsParkJapan","1",0.450292039630529,0.0449634451099501,2.32478157165495,2.08710491205873,4.23397191312812,27.3,3.52,0.0328,0.355,0.00452,69.58,0.510000000000005,1.89,62.87
"RP319","RegentsParkJapan","1",0.467714731416633,0.0555391642263384,2.33917678749384,1.98983785592119,4.24348120167999,26,3.47,0.0315,0.353,0.00396,69.38,0.490000000000009,0.329999999999998,62.8
"RP320","RegentsParkJapan","1",0.540584922224725,-0.00631032787401743,2.41075126627512,2.0240645094001,4.23665978758433,20.2,3.29,0.0267,0.339,0.00729,64.92,0.5,4.13,58.47
"RP321","RegentsParkJapan","1",0.586878065106826,-0.0207129563485432,2.51921285420093,1.95733212722168,4.15656312954141,16.2,2.97,0.0243,0.331,0.00372,61.14,0.670000000000002,4.73,54.65
"RP322","RegentsParkJapan","1",0.638029718237454,-0.0439892702593961,2.65563744769284,1.8840418801493,4.07357520334568,11.6,2.57,0.0216,0.304,0.00295,56.29,0.589999999999996,5.39,49.7
"RP323","RegentsParkJapan","1",0.667783347391288,-0.0865780839028197,2.7431590726111,2.01369221196528,3.93618707877933,9.09,2.33,0.0199,0.31,0.00405,52.26,0.640000000000001,10.47,45.56
"RP324","RegentsParkJapan","1",0.677242184192818,-0.132813521798728,2.76888802609623,2.00483481503082,4.10123018944836,8.39,2.28,0.0195,0.309,0.00366,50.15,0.900000000000006,9.63,43.15
"RP325","RegentsParkJapan","1",0.686945377171918,-0.0987486036158511,2.82758288930593,1.98168148933339,3.86087883667453,8.22,2.08,0.02,0.333,0.00577,50.47,2.64,11.14,42.64
"RP326","RegentsParkJapan","1",0.705734998224949,-0.14785356168644,2.79476631882532,1.93707373592014,4.12693573765781,7.55,2.21,0.0178,0.347,0.00538,49.34,2.85,9.54,41.87
"RP327","RegentsParkJapan","1",0.716115218771467,-0.156238474337613,2.78609044150097,1.86401062773512,4.21682341354743,8.38,2.24,0.0181,0.437,0.011,50.17,5.78,7.96,41.92
"RP328","RegentsParkJapan","1",0.706862079609044,-0.160203119722899,2.81366596885695,1.92418664880198,4.16828320387735,7.46,2.16,0.0179,0.349,0.00546,48.55,3,9.05,40.87
"RP329","RegentsParkJapan","1",0.685091629182887,-0.105634347804085,2.77659722535284,1.92587632512493,4.0072667566427,8.84,2.24,0.0181,0.292,0.0033,50.92,1.48999999999999,9.43,43.88
"RP330","RegentsParkJapan","1",0.641676237194109,-0.0814118349287131,2.60711993987174,1.85506889623738,4.30527348637563,12.2,2.74,0.0207,0.32,0.00297,56.76,1.14,3.97,49.85
"RP331","RegentsParkJapan","1",0.593630655310244,-0.0316091971870874,2.51484968942183,1.93912969776515,4.19877208507367,16,2.99,0.0232,0.316,0.00279,60.98,0.530000000000001,4.74,54.39
"RP332","RegentsParkJapan","1",0.532798153672378,0.0308140897601702,2.46930082515602,2.16898712762611,3.81498464942126,21.3,3.09,0.0267,0.352,0.00442,64.4,0.660000000000011,10.32,57.99
"RP333","RegentsParkJapan","1",0.484216893793051,0.0298796824516086,2.33112854480337,1.97647619140507,4.33464522285972,25,3.51,0.03,0.364,0.00389,68.93,0.530000000000001,0.459999999999994,62.14
"RP334","RegentsParkJapan","1",0.614286449317168,-0.0404172794158543,2.57261823950973,1.9168938357764,4.18572131889492,13.6,2.82,0.0231,0.313,0.00318,58.76,0.670000000000002,4.35,52.33
"RP335","RegentsParkJapan","1",0.656937329283797,-0.079375665930662,2.62199950347329,2.03425444227134,4.03807908182116,12.4,2.69,0.0227,0.465,0.0206,57.5,5.51,9.84999999999999,49.68
"RS401","RussellSq","1",0.535043705937998,-0.0369921005015391,3.10028019365725,3.02683843324883,3.06194525608281,8.49,1.34,0.0247,0.385,0.00348,51.22,5.13,11.09,40.91
"RS402","RussellSq","1",0.498195392118788,0.0165469987608763,3.13579756926907,3.41729765586592,2.68441332454719,12.2,1.36,0.0251,0.336,0.00258,54.68,5.85,16.23,43.48
"RS403","RussellSq","1",0.389370457831095,0.127384957280931,3.17938199700871,3.39711627744361,2.53903623145241,27.7,1.64,0.0432,0.382,0.0141,64.72,10.01,11.76,51.12
"RS404","RussellSq","1",0.548054170260908,-0.0231986288425846,3.09142750381379,3.26097852354098,2.89050530307468,9.99,1.47,0.0242,0.399,0.0162,52.49,2.88,15.45,42.64
"RS405","RussellSq","1",0.480194456257175,0.0899884097124731,3.17854904223586,3.67741713697565,2.57240567469127,18.7,1.43,0.0518,0.459,0.0161,61.35,11.02,13.02,47.38
"RS406","RussellSq","1",0.490495112064302,0.0708211289829815,3.13988245738447,3.4521520297954,2.62025719991519,14.7,1.6,0.0307,0.421,0.0167,57.41,6.5,15.07,47.95
"RS407","RussellSq","1",0.552083215046009,-0.0292507196451991,3.07655117893396,3.46810228637331,2.84559917413433,9.65,1.54,0.0237,0.424,0.0242,51.99,2.62,17.85,42.94
"RS408","RussellSq","1",0.543684030242185,0.0759809764740748,3.13568091697503,2.93543743933094,2.76026496851936,13.1,1.64,0.0287,0.44,0.0284,57.21,2.51,11.56,48.39
"RS409","RussellSq","1",0.547969485541037,0.000770672252112178,3.11129684502122,3.13618022080808,2.87114434388718,10.3,1.45,0.0261,0.374,0.0091,53.18,3.25,13.61,43.53
"RS410","RussellSq","1",0.513855953081509,0.0454270943659799,3.15927853103871,3.35571130274466,2.61858458441713,12.6,1.33,0.03,0.342,0.00429,56.06,5.74,15.24,44.42
"RS411","RussellSq","1",0.542570224166241,-0.0298562931191256,3.10273174091859,3.44691576864356,2.79222791311413,10.2,1.37,0.0256,0.369,0.00445,52.96,3.62,17.54,41.59
"RS412","RussellSq","1",0.534728057463428,0.025797670345496,3.12865533978653,3.05003718453265,2.83424639051933,11.3,1.46,0.0271,0.362,0.00363,54.74,3.98999999999999,12.26,44.79
"RS413","RussellSq","1",0.513576284223756,0.0180514116744611,3.12047163536466,3.18613225360171,2.8339742094694,11.5,1.48,0.0259,0.403,0.00622,54.55,5.27,13.12,44.63
"RS414","RussellSq","1",0.559567077134711,-0.0735610615950448,3.05045859268674,3.02695613597733,3.16968987559144,9.31,1.54,0.0231,0.44,0.00831,51.31,2.04,12.71,41.31
"RS415","RussellSq","1",0.528991107359509,0.0616904931487571,3.1493556896993,3.12790329564347,2.70288695673696,12.6,1.49,0.0303,0.377,0.00706,56.84,4.56,12.76,46.61
"RS416","RussellSq","1",0.5522584681729,0.0483181776923381,3.14370259811314,3.00729934398395,2.81615816822004,11.9,1.46,0.0341,0.466,0.00849,56.16,4.22000000000001,10.81,45.73
"RS417","RussellSq","1",0.546453693957744,0.0265654538413343,3.13671849977933,3.39882361648533,2.64067804021886,11.4,1.4,0.0291,0.473,0.00626,55.01,3.54,16.87,44.24
"RS418","RussellSq","1",0.511145167793289,0.0207942014552778,3.15126381399613,3.77697700102963,2.47974845240721,12.7,1.26,0.0295,0.358,0.00668,55.21,5.75,20.57,42.69
"RS419","RussellSq","1",0.532929389089784,0.0642486501368395,3.17886725060084,3.15863946113506,2.57443417874163,12.3,1.27,0.0286,0.32,0.00339,55.81,3.92,14.47,44.59
"RS420","RussellSq","1",0.482477239061316,-0.034983243203695,3.07687133336644,3.29646158627929,3.04327996960475,11.2,1.54,0.0235,0.39,0.00571,52.57,7.36,12.64,42.96
"RS421","RussellSq","1",0.489581577227001,0.0683136842105164,3.15440800520767,3.15559453328251,2.71745042557871,13.1,1.48,0.028,0.336,0.00699,56.43,6.84,11.83,46.75
"RS422","RussellSq","1",0.487171706423467,0.0500574148347823,3.15215606794975,3.08641005744404,2.75619665463039,13.4,1.41,0.0269,0.406,0.0077,56.83,6.51000000000001,11.78,45.38
"RS423","RussellSq","1",0.52914703864221,0.00983586390665465,3.11841039794713,3.12264679683643,2.87054902182398,11,1.46,0.0272,0.339,0.00335,54.61,4.69,12.62,44.15
"RS424","RussellSq","1",0.49400481473528,-0.00278234994157318,3.1144480003283,3.08227067349602,2.99836850002848,10,1.42,0.0254,0.32,0.00321,53.61,7.77,10.17,43.2
"RS425","RussellSq","1",0.539759851889169,-0.0573246491818692,3.08224185723979,2.91936824513768,3.18454378165006,7.84,1.37,0.0232,0.364,0.00424,50.24,4.72000000000001,9.9,40.31
"RS426","RussellSq","1",0.464799179375551,0.0443072116714471,3.14888436821362,2.99810120623137,2.90896144171176,12.4,1.4,0.0278,0.366,0.00534,55.65,9.33000000000001,8.3,45
"RS427","RussellSq","1",0.520866435953495,-0.00734272698817684,3.0891379798362,3.01370575235949,3.03576441559024,11.2,1.6,0.0263,0.404,0.00576,54.74,4.98,10.69,44.78
"RS428","RussellSq","1",0.50620464620649,0.0484652973155455,3.13497936286178,3.05556850502153,2.82544897965654,12.9,1.54,0.0291,0.362,0.00398,56.78,5.91,10.91,46.59
"RS429","RussellSq","1",0.564778551970762,-0.0434324862010933,3.09095618232811,2.97301987955348,3.07133947705527,8.17,1.38,0.0254,0.351,0.00543,51.47,3.06,11.65,41.03
"RS430","RussellSq","1",0.465229882581538,-0.0519779911715338,3.06904731616425,3.25152571905785,3.16920783110919,10.9,1.52,0.0251,0.465,0.00605,52.98,9.49,10.54,42.12
"RS431","RussellSq","1",0.490999103050949,-0.0491353172219772,3.05701284838957,3.16879155334972,3.17749352836753,11,1.63,0.0248,0.488,0.00572,53.24,7.17,10.8,43.3
"RS432","RussellSq","1",0.47097292478477,0.0620560529754632,3.12724721353201,3.20342218785085,2.80035690726098,14.1,1.67,0.0283,0.375,0.00809,57.79,7.82,11.3,48.39
"RS433","RussellSq","1",0.496959583658876,-0.0292777348080953,3.0895065772189,3.10316959433672,3.09913892715935,9.69,1.47,0.0249,0.454,0.00786,52.89,7.58,10.24,42.52
"RS434","RussellSq","1",0.513977320538065,0.0875705432341407,3.16913510910181,2.80256801847927,2.77894239979082,12.6,1.48,0.0303,0.389,0.00551,58.4,5.82,8.34,47.67
"RS435","RussellSq","1",0.534559852606402,-0.0580512080176128,3.07401862003075,3.0797485353795,3.16205725967404,8.82,1.43,0.0265,0.457,0.0134,51.68,5.49,10.96,40.85
"RS436","RussellSq","1",0.488942918323723,0.090492453114802,3.16484364688745,2.95761178808103,2.76425803442102,15,1.53,0.0328,0.398,0.00401,58.43,7.06,8.79,48.28
"RS437","RussellSq","1",0.51884522601126,-0.0754789499997702,3.05467989948977,3.2877200341374,3.15628282169654,8.13,1.48,0.0226,0.509,0.0133,50.06,6.09999999999999,13.1,40.52
"RS438","RussellSq","1",0.507037841599843,0.103997940264049,3.1733277393482,2.8859152873736,2.68340357235795,15,1.53,0.0305,0.314,0.00471,58.45,4.85,9.81999999999999,48.81
"RS439","RussellSq","1",0.516218574655047,0.0135237569308418,3.12373247887025,3.19202948458848,2.84170567002228,11.2,1.42,0.0262,0.393,0.00932,53.62,5.34,13.08,43.78
"RS440","RussellSq","1",0.429145912818686,0.0461535651265589,3.13193789575321,3.25336392886976,2.8862050073108,13.4,1.54,0.0274,0.371,0.012,56.66,11.53,9.71000000000001,46.4
"SM401","SanMarco","1",0.358275323936532,-0.14150217310537,2.768756317842,1.97361901684092,2.94515722995342,6.17,0.92,0.0272,0.323,0.00588,48.05,2.11,17.39,32.16
"SM402","SanMarco","1",0.347595642787411,-0.0662858396082777,2.914501791268,1.88910917829169,2.77608564805756,7.61,0.939,0.0287,0.316,0.00498,51.16,2.04,16.78,34.81
"SM403","SanMarco","1",0.351881811923086,-0.0760321776911536,2.96115166601446,1.95841416777007,2.89700462509758,6.93,1.13,0.0264,0.332,0.00387,49.09,2.02,13.94,36.57
"SM404","SanMarco","1",0.343170236894431,-0.0878350559621651,2.92800468709755,2.0834168314851,2.66641438060575,7.79,1.11,0.0266,0.383,0.00753,49.38,3.73,20.95,35.89
"SM405","SanMarco","1",0.350564965783401,-0.105051958531468,2.90653670848037,1.99075295487247,2.97896348670134,6.7,1.16,0.0255,0.399,0.0066,48.86,4.41,14.07,35.76
"SM406","SanMarco","1",0.344493491862629,-0.134772295920527,2.86812240254521,2.19152442835391,2.7586363273108,7.44,1.25,0.0244,0.459,0.00637,48.27,4.04,22.15,35.53
"SM407","SanMarco","1",0.346194147650706,-0.146041309364062,2.86318845317051,2.20322916041822,2.85613566718467,7.1,1.3,0.0223,0.454,0.00673,47.48,3.98999999999999,20.3,35.69
"SM408","SanMarco","1",0.344700099381198,-0.162849852572189,2.78452697544965,2.20173134177565,2.78231293087539,7.2,1.16,0.0244,0.41,0.00811,47.98,5.56,23.59,33.62
"SM409","SanMarco","1",0.356033592526894,-0.150600876581703,2.80648617257428,2.09356617636694,2.94869484513631,6.07,1.09,0.0238,0.385,0.00672,46.59,3.26,17.72,33.66
"SM410","SanMarco","1",0.336280617233576,-0.0880078338334536,2.95238458492788,2.12366262401482,2.63064152549171,8.56,1.22,0.0291,0.488,0.00878,49.85,5.51,22.16,36.86
"SM411","SanMarco","1",0.35297429238903,-0.100279363072338,2.86618203819685,1.98329822313435,2.80973659626259,6.77,0.975,0.027,0.313,0.00398,49.06,2.46,18.01,34.14
"SM412","SanMarco","1",0.339546332231628,-0.0271483697475017,3.02752454428022,1.53437155992612,2.78974823138953,11.3,1.19,0.0828,0.322,0.00355,55.47,7.6,14.99,38.03
"SM413","SanMarco","1",0.285905155740787,0.0654454437867812,3.21372321616684,1.73528580037485,2.66247751760289,14.3,1.13,0.0333,0.356,0.00407,56.33,11.34,11.01,41
"SM414","SanMarco","1",0.348625702502598,-0.0887830793742234,2.91241363465399,2.00377503017525,2.77835078158145,7.32,1.06,0.0277,0.407,0.00448,49.29,2.73,18.06,35.37
"SM415","SanMarco","1",0.346417643563578,-0.115442561541113,2.86786387694917,2.03218990586797,2.91753664693779,6.89,1.04,0.0239,0.447,0.0134,47.44,6.01,15.81,34.49
"SM416","SanMarco","1",0.359623926758352,-0.168986828510965,2.75790598207771,2.12510583965394,2.91885203527363,5.78,1.06,0.0237,0.426,0.0052,46.43,2.09,19.93,32.66
"SM417","SanMarco","1",0.351606103530129,-0.120266794632505,2.85075970876729,2.00429922685467,2.94789071514855,6.53,1.04,0.0258,0.346,0.00684,47.81,4.83,15.63,34.19
"SM418","SanMarco","1",0.274320356329846,0.186078895886661,3.46368083291808,1.55194717022344,2.49337325613264,15.5,1.19,0.0398,0.252,0.0192,61.14,16.05,7.09,45.68
"SM419","SanMarco","1",0.354363660361066,-0.214794777896495,2.69961573369563,2.18155094738612,3.12578017741385,5.95,1.17,0.0214,0.343,0.00746,44.74,4.5,17.76,32.18
"SM420","SanMarco","1",0.308404246627202,0.0773886285713971,3.23660769417462,1.52890430452212,2.85552206146125,11.8,1.15,0.049,0.208,0.0118,57.67,16.28,5.35,41.5
"SM501","SanMarco","1",0.352931300106838,-0.12336903474789,2.89369973438608,1.91642463620902,3.28460153932202,6.39,1.23,0.024,0.351,0.00704,47.77,3.83,7.27,35.88
"SM502","SanMarco","1",0.355909749429221,-0.145461316630273,2.83929977384763,1.92659546681318,3.33871551048076,5.85,1.17,0.0236,0.35,0.00888,46.65,4.84,7.18,34.63
"SM503","SanMarco","1",0.361688296636434,-0.169609114409823,2.80129776598797,1.90133375589068,3.36877431304864,5.73,1.22,0.0349,0.502,0.015,46.53,5.70999999999999,8.28,34.21
"SM504","SanMarco","1",0.33259971462004,-0.104772001657276,3.00153898274827,2.17177996142913,2.91134045839012,8.36,1.54,0.0236,0.379,0.00761,49.4,7.69,16.4,39.3
"SM505","SanMarco","1",0.351425279719937,-0.0693797131552332,2.96258586132083,2.01045672117888,2.76227962600706,6.72,1.06,0.0254,0.305,0.00345,48.58,3.46,16.68,36.25
"SM506","SanMarco","1",0.350844457207103,-0.0918622847687091,2.88937131578232,1.98010798646043,2.78905335422977,7.1,1,0.0278,0.419,0.00388,49.31,2.37,17.98,34.67
"SM507","SanMarco","1",0.359607834446691,-0.171519114580464,2.76885700257415,2.11030635532954,3.01945105632635,5.57,1.09,0.0238,0.409,0.00533,45.49,3.64,17.22,33
"SM508","SanMarco","1",0.355005205308168,-0.153366086421206,2.81755557371864,2.10217819912418,2.98425097385706,6.07,1.15,0.0245,0.362,0.00924,46.52,4.49,17.02,34.15
"SM509","SanMarco","1",0.357667697273309,-0.161390384189651,2.79520177443428,2.06285147099795,3.10389834145955,5.62,1.12,0.0228,0.353,0.00805,46.08,4.55,14.38,33.61
"SM510","SanMarco","1",0.363717644470937,-0.187643976416332,2.72760969785778,2.05648680728107,3.18571442557073,4.97,1.04,0.0228,0.337,0.00521,44.6,3.8,13.83,32.03
"SM511","SanMarco","1",0.351157102044401,-0.0825684368245453,2.96362952285191,1.96751627104316,2.96444717562642,6.8,1.18,0.0254,0.349,0.00667,48.76,3.13,12.61,36.86
"SM512","SanMarco","1",0.351489649992775,-0.201434711412422,2.69876937324442,1.98180446740287,3.38693909415544,6.01,1.1,0.0241,0.356,0.00788,46.13,7.85,10.23,31.82
"SM513","SanMarco","1",0.359105151566236,-0.18071541249633,2.77267243837025,2.10292986432113,3.14251583378005,5.4,1.19,0.0234,0.385,0.00667,45.7,5.11000000000001,14.91,33.56
"SM514","SanMarco","1",0.346739783791172,-0.11791210019022,2.87049957465051,1.83489311220033,3.33422434910576,6.67,1.13,0.0258,0.327,0.0106,48.94,8.15,5.76000000000001,34.98
"SM515","SanMarco","1",0.349933053017562,-0.18014920560661,2.70829301220016,2.06412123314758,3.0219744726844,6.26,0.985,0.026,0.362,0.00858,47.09,8.32,18.23,31.42
"SM516","SanMarco","1",0.35637319849882,-0.22159526842671,2.64086965863765,2.10643427022582,3.1674863122427,5.38,1.02,0.0237,0.381,0.0119,45.39,7.81,17.21,30.41
"SM517","SanMarco","1",0.353008796858956,-0.192324483332113,2.74062627711616,2.13131390117957,3.12325634082568,5.72,1.16,0.0228,0.464,0.0137,45.79,7.97,16.25,32.85
"SM518","SanMarco","1",0.357160799639064,-0.195557625712909,2.68933146848631,2.06316869600919,3.1281394514227,5.43,1.02,0.0243,0.356,0.00986,46.42,7.03,16.5,31.26
"SM519","SanMarco","1",0.367516228765687,-0.271397079629145,2.53742196522477,2.13839664520253,3.3221062694094,4.26,0.956,0.0215,0.358,0.00403,42.27,4.88,16.21,28.28
"SM520","SanMarco","1",0.356428873830139,-0.220611641778901,2.61560693024705,2.13238257679706,3.05252614938315,5.59,0.903,0.0226,0.337,0.00417,44.73,5.77,19.9,29.39
"SC201","StPaulsCross","1",0.396534504404818,-0.00521710224807351,3.13218526430431,3.19856498472204,2.59840760686539,9.47,1.38,0.0281,0.429,0.00437,52.39,3.71,12.55,41.66
"SC202","StPaulsCross","1",0.400436918962184,0.0208963784450316,3.16339407701918,3.16125993988422,2.51231405126446,10,1.33,0.0285,0.512,0.00353,53.33,3.34,12.87,42.19
"SC203","StPaulsCross","1",0.386067506568672,0.0729969878256271,3.22917420312804,2.84347454561658,2.47478889864667,10.8,1.37,0.0291,0.362,0.00627,55.3,4.12,9.66,44.57
"SC204","StPaulsCross","1",0.370006700407941,0.0446075733854096,3.19399949636431,2.8920482687367,2.57824071737772,10.4,1.38,0.028,0.366,0.00767,54.34,4.93,9.16999999999999,43.57
"SC205","StPaulsCross","1",0.353352840252554,0.129267063138582,3.29871726723688,2.97338940467847,2.27226620811129,15.3,1.43,0.0327,0.333,0.0049,59.22,5.42,10.51,47.24
"SC206","StPaulsCross","1",0.381539782905345,-0.0189258176926324,3.12062764121122,3.32122132503916,2.59923763714204,12.5,1.74,0.0305,0.944,0.00731,55.41,4.11,12.96,44.43
"SC207","StPaulsCross","1",0.285731865739588,0.121010365573515,3.29153970138614,3.29523909936496,2.28867182717441,15.5,1.52,0.0292,0.352,0.00495,58.27,8.31,10.46,47.8
"SC208","StPaulsCross","1",0.386565927575412,0.0278601796029126,3.17348983015224,2.79120195976987,2.62527305777398,10.6,1.4,0.0276,0.408,0.00856,53.89,3.56,9.22,43.11
"SC209","StPaulsCross","1",0.341768178610237,0.074009910724398,3.23115988754091,3.25685549015356,2.39071055952365,13.2,1.47,0.0305,0.357,0.00727,57.03,6.37,11.65,45.5
"SC210","StPaulsCross","1",0.321657610661648,0.0383377080102932,3.18724704326084,3.22585706904738,2.53976114366747,13,1.48,0.0284,0.356,0.00359,55.58,6.92,10.52,44.23
"SC211","StPaulsCross","1",0.24360942135416,0.145441253894141,3.31427093458209,3.58891656558679,2.18552149767233,23.2,1.4,0.0411,0.319,0.00563,63.18,12.04,11.82,47.46
"SC212","StPaulsCross","1",0.365906034751451,0.0742596604933043,3.22992295059813,3.04312981893956,2.430594229606,12.3,1.38,0.0305,0.359,0.00672,56.31,5.25,10.76,44.68
"SC213","StPaulsCross","1",0.294237247426144,0.0910544768722498,3.25663102739671,3.18489881996805,2.38785832956398,15.8,1.62,0.0279,0.412,0.00505,57.41,7.04,9.99000000000001,47.59
"SC214","StPaulsCross","1",0.325869018166339,0.0469199292161298,3.19898017065755,3.01115816913446,2.57743539112325,12.9,1.52,0.0282,0.383,0.00858,55.83,6.61,8.76000000000001,44.94
"SC215","StPaulsCross","1",0.355902092021088,0.0350107542181563,3.1843343307554,2.95973315042054,2.58619243008577,11.3,1.48,0.0268,0.356,0.00301,54.37,4.88,9.49,44.14
"SC216","StPaulsCross","1",0.327705760680669,0.074361944796357,3.23201011303544,3.0099929152197,2.51460426515053,12.9,1.49,0.031,0.389,0.00465,57.18,7.67,8.34,45.7
"SC217","StPaulsCross","1",0.409210740754877,-0.00849633821359475,3.12872676037765,3.27290094638985,2.55864698722108,8.63,1.39,0.0269,0.361,0.00435,51.95,2.81,13.8,41.64
"SC218","StPaulsCross","1",0.293461744510556,0.087351801432724,3.24703718960896,3.17774619077015,2.45462537014892,13.5,1.44,0.0293,0.322,0.00349,57.51,8.9,9.00000000000001,45.73
"SC219","StPaulsCross","1",0.34070774601691,0.0824512504369187,3.24238562481542,2.98969286098969,2.45605666026062,12.8,1.46,0.0295,0.33,0.00346,56.51,6.23,9.24,45.76
